N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,769,711,891,747,238,0,1641,1173,433,650,860,0,1026,717
8,0,188,239,198,125,0,596,240,194,183,349,4,458,65
9,0,2996,2166,2620,3112,9545,5641,2051,0,2836,2698,0,3648,2570
10,0,278,164,158,264,0,445,269,208,161,142,0,321,93
11,198,66,0,52,70,0,150,56,75,65,49,0,228,0
12,2387,1175,1425,808,969,5,3333,0,658,1014,0,0,2130,1184
13,2077,897,759,489,603,0,1658,1508,824,834,0,0,1809,1284
14,548,377,182,169,125,2,371,98,106,144,405,0,452,194
15,3956,0,3106,2850,2853,0,0,1581,2389,2780,3402,10788,0,2039
16,0,359,401,554,97,4,328,182,235,184,250,0,359,337
17,193,61,69,55,56,0,190,65,67,86,71,0,235,55
18,0,0,1171,914,639,6,2478,0,1186,1314,1173,7,3890,968
19,661,169,624,0,591,0,859,553,217,654,946,0,1546,370
20,355,219,147,135,370,1,626,259,169,143,182,4,543,310
21,4765,2490,2913,3284,2910,5911,3497,1178,1987,3268,5006,3574,4472,1639
22,0,123,0,110,172,2,0,125,0,176,159,0,411,246
23,196,63,52,63,63,0,201,42,0,0,65,0,168,53
24,3559,1092,680,1054,964,0,3031,0,1191,1059,1134,2,3371,1075
25,948,969,991,1090,444,0,1058,0,1091,843,508,0,843,436
26,548,302,195,140,270,0,538,206,224,0,356,1,444,344
27,2860,1617,0,2312,2830,4838,3691,2051,2182,3111,1176,4855,5403,2355
28,148,0,261,251,173,4,648,247,331,258,183,0,258,67
29,246,60,56,80,57,0,178,0,51,90,0,0,175,46
30,3385,1105,779,928,1358,0,1642,1051,887,847,1216,12,4537,1072
31,1652,16,558,980,1040,0,2808,849,334,2054,496,0,0,130
32,446,50,46,210,269,3,551,108,0,161,0,0,470,188
33,4429,2973,3582,2001,2840,8187,3011,2029,2447,2602,1395,6560,0,2575
34,335,333,319,0,138,3,302,36,257,227,188,2,545,176
35,235,70,52,52,49,0,190,57,47,52,53,0,0,57
36,1605,1062,1405,1012,1072,0,3205,1114,684,1023,1191,0,0,1061
37,1861,726,712,683,44,0,873,0,516,0,0,0,1001,1191
38,444,296,267,176,196,7,485,287,233,0,0,0,440,283
39,4180,2548,3588,2761,2696,0,4817,2366,2685,2609,1067,6375,3386,2289
40,205,132,202,485,258,1,0,230,143,282,195,0,295,219
41,0,59,48,75,0,0,183,63,57,0,56,0,142,51
42,2747,0,1279,0,954,13,3673,1014,1141,985,1294,3,3309,952
43,1492,720,421,833,576,0,3120,696,708,828,636,0,1295,529
44,398,114,191,167,190,0,554,171,251,141,235,4,495,15
45,2362,2235,2361,2805,4287,6674,3895,1889,2877,2686,2818,6851,1758,2143
46,0,185,325,1,254,1,372,233,158,73,281,0,335,199
47,0,48,44,55,41,0,0,52,40,41,0,0,134,55
48,2277,1190,833,763,1034,0,3938,1026,1036,1136,1422,3,3949,1094
49,988,0,459,756,361,0,2521,501,685,0,118,0,877,521
50,413,159,246,0,397,6,402,0,181,145,0,1,486,179
51,4920,994,2840,3079,2461,7685,0,2411,2793,3085,3328,7730,7514,1368
52,387,206,0,423,160,0,0,237,255,208,269,2,337,0
53,0,66,60,63,42,0,173,57,0,61,39,0,192,62
54,3838,1004,1118,862,935,16,3610,970,1013,1350,1178,3,0,1218
55,1062,811,694,671,643,0,839,220,0,53,482,0,1300,683
56,548,103,0,0,177,0,337,66,0,149,246,3,537,414
57,5534,1515,2879,2483,3042,2379,1646,2389,2481,2669,3124,10670,4666,2151
58,147,158,187,30,195,2,407,310,347,69,112,0,339,105
59,130,50,63,63,54,0,179,59,69,53,43,0,216,54
60,2619,1236,681,1044,1099,0,2935,990,971,1371,1282,4,4346,0
61,0,1059,604,0,0,0,902,0,257,961,603,0,1363,890
62,545,304,183,141,277,5,598,259,125,117,88,2,369,142
63,4031,1600,0,2404,1055,11769,4767,2670,2812,2573,3998,0,4479,2372
64,193,0,30,240,113,0,304,227,199,88,209,2,403,188
65,194,53,47,69,45,0,178,58,0,74,68,0,212,63
66,3288,1036,610,1215,1566,4,3235,1036,1267,1046,1233,9,1476,1128
67,0,48,5,13,484,0,577,1201,922,1136,752,0,373,526
68,505,238,82,162,241,0,0,25,217,165,16,1,530,179
69,3792,2647,3384,2947,2071,11965,0,2614,3387,2723,3721,0,4468,2526
70,49,357,133,372,150,0,255,0,196,196,122,0,0,297
71,211,51,65,0,46,0,215,51,49,55,53,0,188,0
72,3040,1124,0,1233,0,0,0,1100,1064,1476,1035,0,3175,1153
73,682,1132,176,506,850,0,933,547,786,734,568,0,788,1307
74,515,0,178,141,213,0,0,79,171,142,204,3,0,273
75,3833,3398,2872,2101,1645,9423,2602,2620,3115,2598,0,13716,1410,1656
76,346,289,265,0,122,0,319,269,171,109,227,0,335,25
77,156,56,48,54,63,0,202,60,0,65,47,0,157,57
78,3828,0,1234,1063,1036,0,3660,1165,964,1215,1589,7,4988,1187
79,893,317,1169,574,567,0,1671,1695,888,739,925,0,696,627
80,477,98,110,167,186,3,464,0,226,225,0,0,441,42
81,3124,2987,2385,2523,2649,8132,4407,2513,2610,3246,2070,6731,3144,1896
82,383,157,310,279,170,2,405,149,242,90,119,7,220,128
83,148,63,71,61,60,0,168,54,68,0,47,0,160,57
84,4315,1295,1151,1208,1342,6,2205,969,977,1171,859,4,3358,1224
85,1674,678,313,373,378,0,959,0,520,961,680,0,0,498
86,390,0,169,94,312,0,530,199,286,135,296,3,462,246
87,5810,2642,2396,2461,2117,4361,4923,2326,2717,2524,2429,7929,5233,2397
88,322,0,273,489,266,0,336,105,232,0,0,0,99,135
89,153,72,55,60,59,0,186,63,59,50,57,0,226,0
90,3126,1072,1031,1100,929,2,3208,1169,1285,883,1099,6,3902,972
91,2086,667,871,831,443,0,2066,627,593,758,647,0,1389,570
92,553,0,171,152,0,0,605,231,0,150,187,0,401,247
93,2001,1917,3189,2931,1181,4835,3688,2037,3792,0,4412,10451,5681,0
94,445,212,0,0,288,0,434,244,130,0,169,4,339,258
95,0,55,48,82,54,0,0,50,0,59,57,0,0,61
96,3980,1067,997,800,1444,8,2690,1064,831,979,1107,9,3640,1064
97,1178,632,970,849,517,0,652,205,837,895,332,0,1520,430
98,344,280,220,132,282,0,395,161,171,140,282,0,424,99
99,3357,0,1917,2852,3147,2521,4089,1986,2715,3063,2694,7365,6048,3413
100,320,156,141,161,87,0,411,197,267,218,209,0,405,66
101,95,58,0,49,62,0,101,57,28,64,58,0,0,57
102,0,0,1114,1021,1112,13,2882,0,1169,987,1258,2,0,1011
103,840,268,0,806,838,0,1670,1435,547,1416,908,0,2195,49
104,423,0,110,161,362,0,0,186,130,138,165,0,384,227
105,3422,1376,2824,3034,3190,10725,4624,2821,2781,2319,3721,0,6038,1906
106,351,256,0,335,177,10,0,4,347,209,395,0,348,278
107,147,77,37,65,64,0,184,64,0,81,70,0,187,58
108,3914,1094,1018,931,970,5,0,956,1277,1019,1368,6,4769,1030
109,0,1003,612,188,0,0,793,1087,341,1360,351,0,0,852
110,407,230,204,158,272,0,434,260,184,138,90,1,434,81
111,5386,1837,1635,3145,0,5982,1853,1633,3147,2273,2085,1640,3053,1873
112,293,332,0,8,307,0,263,230,408,480,267,0,690,222
113,203,62,54,0,51,0,207,0,30,73,54,0,211,61
114,2010,1077,1039,661,1078,7,4259,0,1059,1134,1108,7,2167,1201
115,872,0,437,504,849,0,1131,0,748,1355,798,0,253,564
116,490,0,132,125,174,2,525,274,266,136,272,0,387,197
117,2427,0,0,3220,3307,6249,3950,3115,3071,2232,488,6226,5553,2746
118,342,0,327,32,257,4,463,221,354,98,82,1,356,259
119,115,53,67,92,53,0,213,70,37,69,59,0,150,54
120,4921,1074,809,645,1412,0,4585,1072,715,1070,1151,5,4181,0
121,611,883,325,984,253,0,1112,974,454,789,440,0,2631,493
122,492,191,0,146,141,0,480,202,198,174,159,0,377,191
123,3789,1834,2039,2754,4195,9382,3229,2962,2415,3169,0,6799,4155,2141
124,200,122,209,245,279,1,381,154,169,3,116,4,543,303
125,183,74,48,55,72,0,186,64,54,73,0,0,186,62
126,3199,1112,1261,1107,1343,0,3307,1133,955,1057,536,4,2734,1010
127,1335,362,184,1299,739,0,150,1097,427,474,848,0,520,758
128,0,84,349,117,98,0,431,212,235,129,243,0,369,109
129,2990,2137,1420,0,0,6867,3391,2214,3530,3241,2225,5498,4581,2565
130,212,138,175,317,142,0,218,108,196,281,177,1,509,371
131,0,59,57,46,58,0,182,0,47,60,53,0,150,52
132,2635,1104,1198,0,1284,3,2931,944,1087,0,1412,0,4101,896
133,0,767,0,126,236,0,861,0,949,1526,283,0,0,380
134,488,150,219,105,234,0,518,224,225,129,263,0,453,0
135,2675,1987,2260,0,3750,10369,3238,1651,3214,2598,0,7786,4437,1341
136,0,333,201,0,162,0,538,112,280,0,134,0,418,184
137,161,0,65,54,66,0,151,51,63,53,51,0,162,48
138,3437,1039,970,1129,1557,0,4155,1036,1214,1311,1020,7,4256,1043
139,2015,1385,609,685,495,0,225,1281,0,570,592,0,0,906
140,501,139,0,62,198,3,408,97,161,152,349,0,408,115
141,2708,1986,2800,2908,2356,3614,5041,2523,2795,2435,3280,6200,3553,3140
142,88,212,168,114,270,0,0,232,237,286,171,0,52,176
143,152,62,37,58,42,0,164,0,38,67,48,0,172,60
144,3699,1126,904,1288,996,7,3114,939,1568,884,1441,0,3647,1044
145,1271,221,1188,995,999,0,2151,510,342,110,485,0,1863,1022
146,455,305,170,0,308,0,405,0,224,156,124,1,465,108
147,0,2725,0,3193,0,0,3474,1950,2453,0,2788,6069,4408,1704
148,148,219,265,0,249,0,256,166,357,115,0,0,77,177
149,169,57,42,0,52,0,193,57,49,52,75,0,97,61
150,2950,960,1081,711,0,0,3072,975,1588,865,1318,4,3731,1033
151,2694,59,741,976,708,0,0,361,495,650,88,0,0,0
152,338,288,204,168,87,1,526,293,204,154,0,2,561,141
153,6907,1196,3035,3135,2812,6888,0,722,1942,2201,3984,6412,4531,1686
154,415,176,208,161,22,1,289,173,188,345,233,4,274,242
155,226,63,0,0,59,0,195,53,64,72,0,0,176,46
156,3437,1017,1504,1075,963,1,2094,941,1023,0,0,0,3487,849
157,0,0,551,695,213,0,1893,388,608,688,639,0,0,0
158,464,196,0,110,393,0,446,191,130,0,244,0,532,109
159,0,1213,2681,3445,1843,10285,0,2336,0,2763,2799,9070,4073,3040
160,257,185,0,0,117,1,164,208,347,192,233,0,629,279
161,192,0,55,54,61,0,115,34,61,43,0,0,161,55
162,3657,1182,868,1470,1473,1,3214,918,879,770,967,0,5133,1077
163,0,0,666,363,327,0,1498,0,403,1552,996,0,671,429
164,494,45,211,157,221,2,376,49,201,0,424,1,466,174
165,7910,2340,3521,0,2824,0,3559,2022,4208,2599,2558,5147,4921,2036
166,45,210,258,148,249,3,0,109,178,162,0,0,223,297
167,0,54,65,48,0,0,185,59,57,54,49,0,183,49
168,2153,0,884,829,1329,1,3491,1063,1120,0,1153,0,2974,1014
