N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,159,257,330,1035,518,0,1597,1457,577,25,282,0,1421,1614
8,521,271,185,204,124,0,360,71,0,156,233,0,457,64
9,4542,2606,2918,2435,3382,8834,6746,2488,2175,2248,2512,6005,3339,3429
10,342,221,181,300,251,0,0,152,340,177,209,3,202,0
11,195,61,57,33,59,0,216,64,62,69,52,0,156,69
12,2902,1078,805,796,1202,0,3272,1003,1291,553,927,0,1600,1023
13,300,889,637,864,659,0,0,0,406,0,452,0,404,1212
14,578,138,213,141,296,3,446,145,192,133,138,0,378,291
15,4625,1271,0,3047,3068,7075,5617,1977,2391,0,1889,8335,3402,1814
16,193,60,260,0,189,0,425,216,398,427,246,0,322,202
17,0,51,69,61,57,0,165,50,67,74,0,0,208,56
18,2923,1151,849,1229,1231,0,2967,1095,1167,972,860,0,3781,1150
19,855,193,998,0,812,0,0,0,616,1205,184,0,1939,603
20,431,279,220,136,183,0,473,138,281,164,184,2,471,0
21,0,2135,3558,2380,3546,6728,1365,2522,2142,3404,3582,4486,3397,3045
22,358,256,242,401,205,2,0,265,256,43,112,0,462,0
23,170,54,46,32,50,0,173,45,47,66,44,0,215,55
24,4091,984,1237,1294,1314,9,3711,1081,1429,1012,1179,1,4696,1236
25,1708,967,328,30,528,0,1313,433,506,1209,0,0,0,473
26,462,332,200,181,199,3,486,238,172,0,117,0,410,216
27,6764,1717,2904,2777,3118,10068,3908,1936,3494,0,4089,7626,6438,2218
28,399,215,317,5,46,0,0,196,0,77,0,0,147,135
29,0,56,0,0,55,0,245,54,28,40,64,0,200,57
30,3222,1156,856,850,873,9,3416,949,920,1161,1164,4,5229,1161
31,653,305,208,1555,877,0,1734,647,314,1270,443,0,463,483
32,496,307,126,124,201,2,420,255,84,156,311,3,498,197
33,6828,2340,2502,2892,3535,0,3661,2353,2675,2614,2780,4425,2272,3173
34,577,271,246,167,237,1,690,282,0,74,251,0,175,181
35,205,51,48,79,49,0,116,0,73,75,64,0,144,59
36,4033,1088,896,1057,1225,14,2347,1275,1304,985,865,14,2591,1197
37,0,523,554,593,334,0,960,0,974,693,0,0,1108,756
38,445,189,270,131,84,4,559,0,193,143,60,1,498,279
39,2127,3127,2857,2622,2387,4319,2396,1603,3288,3236,2245,6663,3950,2259
40,552,173,349,52,285,5,0,128,141,205,353,0,290,155
41,176,77,54,71,67,0,167,60,62,72,75,0,162,66
42,3626,1105,640,1390,1217,0,2098,1020,887,1260,1294,2,4146,1254
43,1276,855,555,0,442,0,630,348,316,1112,307,0,1101,782
44,0,218,172,171,205,1,566,0,210,156,347,2,511,111
45,819,2872,2148,2690,2838,6576,0,0,2238,2918,2387,0,2870,2371
46,91,338,228,273,113,0,0,182,185,132,225,0,0,233
47,209,67,66,77,63,0,179,56,42,41,62,0,200,69
48,3446,1164,1278,1035,1171,0,3755,1090,0,872,1228,0,3189,1046
49,2114,1111,351,0,151,0,1318,1307,471,1041,80,0,1314,651
50,510,187,234,128,0,1,451,163,0,145,106,0,533,304
51,5384,0,3451,2466,965,7785,4655,1439,3087,2463,3311,10508,2960,1972
52,0,247,219,51,115,0,347,231,345,344,253,1,298,243
53,160,53,52,85,52,0,243,61,61,0,56,0,199,64
54,3526,1160,974,1331,1189,7,1614,1121,0,1095,1285,3,2901,1020
55,1900,207,251,778,936,0,96,773,626,952,204,0,0,255
56,0,184,207,119,162,1,395,410,245,182,0,4,423,0
57,655,2897,3176,2374,3227,364,3980,3299,2142,2713,2833,7065,1304,495
58,360,194,188,289,121,0,220,260,390,136,179,0,262,288
59,164,56,46,61,58,0,172,65,49,76,58,0,156,52
60,4574,1050,815,966,998,1,4476,1055,932,945,1227,4,1867,1008
61,1519,715,837,1161,437,0,916,885,0,684,450,0,1161,406
62,608,191,192,133,19,0,485,0,286,179,203,0,417,201
63,2296,3888,3936,3037,4047,7763,3085,1025,2550,2904,3117,0,3624,1368
64,61,258,0,419,111,6,563,337,128,350,0,0,0,256
65,202,55,52,57,53,0,162,61,61,71,0,0,195,73
66,2489,1098,701,0,1236,7,2991,1081,0,851,0,10,3503,1065
67,2327,444,754,1453,442,0,120,656,804,212,0,0,912,0
68,412,140,144,116,268,1,434,160,187,102,301,5,528,41
69,3658,2326,2743,3311,2527,9922,5975,1254,1321,2804,2128,6446,5251,3804
70,337,276,389,30,293,1,371,305,262,0,107,0,171,225
71,181,0,0,51,63,0,209,62,54,47,40,0,182,48
72,4754,963,986,825,1095,4,4141,1071,1302,687,1026,14,0,1022
73,1684,1377,570,0,0,0,903,272,375,962,627,0,1504,0
74,487,271,169,139,87,0,569,65,89,108,225,1,418,186
75,5001,2124,3228,2943,2746,4621,4585,0,2397,2858,0,3487,2933,1659
76,64,0,276,32,253,0,96,150,92,100,213,3,61,323
77,197,67,76,63,60,0,193,56,55,0,60,0,132,63
78,4028,1001,1155,741,1278,0,4799,1150,948,1026,0,4,4322,1002
79,933,95,787,1022,428,0,1242,882,465,817,370,0,914,1035
80,495,239,208,117,82,0,564,168,96,119,166,2,430,186
81,6497,2160,0,2708,3505,9912,4118,2315,2312,3101,3290,7094,0,3647
82,392,222,304,386,0,3,361,282,0,0,90,0,372,116
83,194,68,58,73,59,0,209,59,59,79,0,0,153,64
84,0,1188,1034,0,0,4,5353,1114,1397,1110,1288,8,3083,1315
85,559,1299,0,307,550,0,1497,845,637,1238,822,0,865,645
86,533,289,115,170,0,1,398,402,188,164,206,0,469,81
87,0,2048,3112,3295,1449,8113,5294,3127,3014,3262,4083,6184,3883,2226
88,340,184,304,285,210,1,228,168,321,0,55,0,394,213
89,181,0,43,64,53,0,137,56,68,65,43,0,169,65
90,3573,975,1079,1126,0,9,3940,1032,1062,0,0,6,2724,0
91,2314,0,747,893,775,0,698,643,589,103,630,0,2273,0
92,0,258,256,0,311,1,563,307,122,212,216,0,518,88
93,6479,1897,3180,2347,4590,1741,4022,2174,2716,2818,1976,1105,3466,2346
94,0,180,389,130,207,0,295,274,0,134,173,0,204,206
95,204,61,51,55,61,0,169,59,63,50,64,0,145,51
96,2357,1149,962,887,1323,0,0,1128,1075,1427,1070,0,2539,0
97,1468,1006,291,77,727,0,1068,397,544,794,230,0,2114,373
98,442,203,0,136,177,1,467,121,258,155,179,3,443,144
99,665,2225,0,2994,3565,8313,4875,1339,2750,2586,2449,6860,3757,3023
100,339,224,307,379,259,0,0,183,87,229,296,0,340,329
101,215,55,67,72,54,0,157,59,64,89,54,0,176,58
102,3276,1050,935,1098,806,2,3338,971,773,881,1466,0,3377,1116
103,0,965,46,578,1012,0,1414,1157,531,131,66,0,1443,0
104,389,172,128,190,394,1,455,139,216,173,194,1,448,130
105,4920,2113,3648,2879,2136,3914,5096,2004,2969,2841,3127,10497,4046,2496
106,550,202,190,75,141,0,154,96,0,212,301,2,319,223
107,245,53,42,63,66,0,202,63,37,64,54,0,147,62
108,0,1085,701,922,935,0,3801,976,0,904,1398,0,3927,1045
109,1731,1155,558,1054,348,0,1058,69,458,641,233,0,589,1264
110,471,164,326,156,74,0,399,340,173,147,271,4,464,138
111,5489,1669,3162,2956,1235,11579,3354,2472,1659,2588,3630,9688,2642,3326
112,241,0,242,0,185,5,379,265,359,355,203,0,232,204
113,209,53,59,49,42,0,134,56,42,55,59,0,187,75
114,2323,1062,1062,0,1400,0,4403,1160,0,953,1223,6,2785,1070
115,2305,126,703,0,771,0,379,972,732,0,642,0,0,365
116,519,264,0,148,180,0,403,233,147,179,202,5,0,43
117,6045,1208,2728,2815,3045,0,3014,0,0,3256,2513,7237,3972,1814
118,421,127,367,30,0,3,226,78,377,286,276,0,530,314
119,128,61,53,55,62,0,179,48,50,69,55,0,175,54
120,3731,984,1051,1439,1195,4,4139,992,771,1121,1051,4,2839,1103
121,633,551,0,656,449,0,1698,934,401,239,1057,0,1324,161
122,0,285,0,158,137,0,472,82,214,144,0,0,476,104
123,5014,1977,2419,2349,2183,2873,4771,2740,2923,2798,1718,5205,4183,2511
124,495,0,160,476,128,5,347,0,306,229,241,0,177,193
125,148,61,71,43,63,0,231,57,55,53,62,0,149,45
126,3476,1071,1504,1101,1315,0,2731,1061,0,1110,1166,0,2060,1150
127,0,708,0,1512,280,0,1453,1128,694,0,553,0,929,243
128,450,0,228,156,285,2,474,70,223,118,307,4,411,329
129,5930,1940,2467,3237,2893,6749,4839,2494,2866,2809,0,8901,6217,2022
130,315,174,318,454,251,4,22,284,198,102,104,4,236,0
131,180,56,58,78,55,0,186,67,40,57,49,0,229,57
132,0,1168,1061,676,1360,5,3012,922,916,1399,1472,0,2838,1137
133,1208,912,759,996,120,0,1261,511,290,850,558,0,1472,677
134,401,284,163,0,186,4,474,273,145,128,142,0,524,87
135,3204,2356,3956,2109,1152,0,2988,2005,3121,2445,2917,3836,4380,2125
136,363,368,251,345,255,3,486,181,105,204,95,3,411,160
137,0,57,53,41,66,0,0,62,71,75,65,0,162,0
138,2272,1081,1099,1296,1554,0,3244,1091,1171,710,1363,0,3552,1216
139,0,297,814,563,164,0,403,241,681,0,373,0,742,1139
140,422,299,113,164,329,0,522,41,193,151,246,0,479,175
141,3689,0,0,3091,1176,5548,2479,2554,1743,3234,2638,7833,1763,2178
142,196,165,134,0,155,0,537,93,248,350,0,0,427,22
143,182,58,44,58,84,0,203,53,53,66,56,0,172,63
144,1575,1276,1125,1055,1098,9,3824,1163,1056,1078,1320,4,3367,1056
145,981,1155,913,1166,306,0,748,1044,1075,1355,864,0,0,1029
146,420,264,232,152,32,0,431,379,235,138,104,6,512,270
147,3750,1163,2865,3195,0,11101,6095,2124,2581,3180,1629,9268,3546,2374
148,330,209,206,231,196,0,357,343,149,397,146,0,243,95
149,172,48,64,49,61,0,175,51,72,62,71,0,167,0
150,2461,1032,1167,1020,1284,2,3756,1201,1152,1120,1157,0,2793,1131
151,200,349,331,1057,124,0,2201,0,341,539,902,0,1986,642
152,0,191,287,173,261,2,497,158,134,156,0,0,0,245
153,6148,1908,2328,3778,3422,5369,5812,3262,2605,2965,3398,3875,0,1683
154,0,324,308,249,166,0,378,192,275,155,191,0,387,200
155,168,46,50,61,0,0,140,48,57,56,42,0,245,59
156,4282,896,836,990,993,5,4339,1032,1336,1223,1188,4,0,0
157,0,1354,565,706,676,0,1265,916,683,278,351,0,0,1303
158,410,399,118,183,153,0,505,175,249,146,245,5,507,169
159,5436,2931,2514,2956,2675,12332,4869,3263,3365,2718,3487,6218,0,2421
160,0,221,94,281,206,0,214,198,239,348,142,2,416,188
161,0,74,55,69,39,0,202,58,42,75,62,0,193,63
162,4734,1052,1147,1081,1285,7,2895,931,1283,869,0,0,3340,1163
163,244,0,0,1385,194,0,916,497,481,738,0,0,2765,0
164,525,127,187,133,221,0,434,0,282,127,132,3,440,380
165,8014,1864,2628,0,1499,0,2097,932,0,3143,2551,13315,3350,675
166,322,257,198,260,74,2,357,182,271,392,38,1,153,203
167,155,56,0,70,59,0,215,59,47,55,59,0,136,58
