N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,1755,874,0,67,36,0,2127,291,758,560,669,0,1740,0
8,487,276,116,0,524,2,467,483,171,194,34,0,528,236
9,3277,0,2515,2094,1162,3044,5156,1827,2910,2424,3426,0,4386,2018
10,583,246,222,479,156,0,448,276,0,276,167,6,558,141
11,209,0,53,65,63,0,137,63,65,72,44,0,189,62
12,2687,929,772,1076,0,0,2805,928,965,1060,1151,0,1839,998
13,0,1522,651,96,216,0,373,770,853,145,0,0,2131,925
14,405,92,43,208,272,0,451,367,206,146,83,3,529,196
15,3353,1500,2336,2707,3259,10837,0,2110,2227,3004,2591,2792,1498,2501
16,502,103,289,0,229,5,471,329,267,259,194,0,504,342
17,111,71,76,63,48,0,167,70,65,77,60,0,0,64
18,3739,1208,1035,762,1281,4,2665,0,669,0,968,9,4043,1084
19,825,893,1077,823,691,0,967,354,874,503,486,0,997,973
20,542,132,136,115,214,0,538,327,125,148,154,0,549,205
21,1760,2274,2209,2495,1976,0,6050,3355,2739,2432,1900,5991,5116,1208
22,392,0,0,137,50,0,582,242,66,266,204,4,527,293
23,165,60,0,53,62,0,142,55,41,54,61,0,196,58
24,2364,1152,885,1024,0,0,3826,1057,0,1109,1447,0,3982,1129
25,0,0,886,960,90,0,2173,173,573,111,371,0,0,1057
26,568,166,191,0,174,0,452,0,179,124,270,0,410,152
27,1382,3465,3041,2777,4618,5634,6621,2421,2076,3053,4471,5825,6148,2113
28,556,106,351,0,50,5,240,157,0,0,287,2,371,128
29,216,76,46,74,51,0,203,50,55,0,51,0,173,0
30,2964,958,919,964,1358,1,2976,1054,944,1156,1385,2,3103,1002
31,2024,87,785,121,325,0,801,67,478,399,0,0,1144,672
32,0,316,244,122,177,0,511,94,279,126,227,0,439,131
33,4225,2977,3687,2704,3128,7061,1393,2470,3085,2459,1907,5945,0,3915
34,491,275,318,258,347,6,389,176,178,101,124,3,310,0
35,150,58,52,52,48,0,185,61,0,80,0,0,174,0
36,2531,1012,780,0,816,12,2043,1109,833,1025,1437,0,0,1043
37,390,0,407,542,809,0,1441,588,627,458,0,0,544,395
38,392,47,177,156,298,0,635,188,185,153,283,0,409,202
39,3864,2546,2624,3169,2277,3403,5370,2489,2977,2555,3235,8996,7281,2295
40,309,228,254,323,138,5,257,178,0,153,0,0,365,162
41,168,61,50,42,58,0,0,57,53,76,49,0,190,64
42,0,1065,915,1145,1304,2,3827,904,1203,1303,1006,2,4352,1247
43,178,71,459,696,667,0,765,1086,470,1475,528,0,143,967
44,481,293,197,144,27,0,501,170,224,137,385,2,361,4
45,3284,3655,2745,3127,1236,0,0,1876,3170,2905,3293,4117,4492,2531
46,501,221,412,210,193,0,387,270,185,294,131,0,556,0
47,0,0,52,82,58,0,221,65,65,59,72,0,130,63
48,2305,1180,1039,1234,1233,10,4830,967,1006,516,925,3,3654,1196
49,1570,0,835,403,500,0,1913,0,968,741,168,0,2795,1033
50,379,249,125,143,350,3,399,202,268,105,319,3,392,171
51,3998,2262,0,3091,3495,5470,4542,2582,2141,2727,2642,6284,3354,2235
52,408,308,188,247,175,3,379,130,317,412,0,5,319,48
53,184,61,68,84,64,0,204,51,48,36,33,0,170,70
54,2700,1112,1055,920,1163,10,2338,1069,1274,933,1155,0,2923,983
55,2022,885,490,199,928,0,1437,861,0,983,511,0,964,0
56,569,162,213,102,190,2,430,122,228,130,219,0,389,145
57,6728,2062,2453,2856,2135,0,4727,3419,2604,2714,4642,11474,2866,1886
58,10,43,235,146,85,2,180,222,155,78,141,6,370,167
59,207,54,36,64,47,0,0,0,50,49,57,0,197,0
60,4514,1133,0,0,1121,4,3342,1005,1170,1006,830,0,3744,1130
61,13,0,561,182,388,0,94,1126,891,651,698,0,1642,0
62,387,305,241,134,294,0,487,282,278,164,351,2,419,135
63,4431,857,2936,2888,1843,6153,4108,3033,3414,2842,1313,11891,4223,1736
64,408,226,251,225,24,5,0,186,224,34,0,3,0,231
65,206,54,55,75,71,0,136,55,47,61,35,0,0,60
66,2217,1177,0,1309,1166,0,2703,953,973,882,1154,0,2604,1110
67,1938,0,521,9,399,0,2152,696,1030,273,958,0,0,82
68,376,96,146,149,310,0,519,147,223,176,109,0,0,279
69,2940,2152,3016,2573,3319,4800,2140,1570,1541,2324,0,7563,2677,2246
70,542,183,285,324,0,0,159,160,128,237,207,0,515,109
71,140,0,54,52,51,0,182,0,40,49,49,0,0,47
72,4073,1016,978,916,1132,8,4297,1037,1565,0,1172,5,0,1034
73,1627,686,411,645,342,0,224,0,551,974,852,0,750,625
74,403,168,199,153,241,0,492,318,186,152,253,2,409,217
75,3316,1446,0,2402,1793,4023,2346,1752,3424,3229,3755,9572,2793,2515
76,172,182,161,220,201,4,343,279,177,136,190,0,398,402
77,139,52,47,42,0,0,130,46,49,51,58,0,194,0
78,3273,1062,725,966,1162,0,3241,1148,1208,0,1114,0,3520,1109
79,1314,814,552,726,712,0,1457,174,189,376,300,0,0,511
80,491,134,184,182,251,0,470,0,0,122,267,2,493,38
81,3066,1847,2399,2956,2242,3,3267,1800,2781,2594,0,7959,4740,2401
82,266,378,277,303,0,0,197,214,263,0,0,0,702,13
83,153,52,64,52,60,0,144,66,46,48,48,0,204,54
84,0,0,1143,1029,1331,0,3466,969,1087,632,1200,11,2730,1013
85,0,0,971,693,1111,0,1387,1092,142,227,433,0,1791,260
86,408,0,221,106,0,0,431,329,136,0,338,0,462,194
87,5951,1535,3096,2399,2588,9678,5635,1812,2469,3286,2074,3460,922,1074
88,203,192,350,93,149,4,85,281,270,0,224,0,376,166
89,176,62,0,56,55,0,247,62,44,0,58,0,195,51
90,2492,1154,1149,831,1165,1,4137,1043,1333,952,1207,0,2952,1001
91,1254,67,743,201,472,0,995,876,422,906,0,0,269,323
92,528,242,241,0,314,0,399,60,224,134,92,0,450,227
93,0,2196,2224,2520,3274,9432,5369,1163,1233,2711,3509,9536,3387,1822
94,65,0,164,0,137,1,516,269,282,157,213,2,375,246
95,204,63,61,0,65,0,190,67,0,84,0,0,153,52
96,0,1137,1068,720,976,2,3554,976,851,766,1249,0,2750,1073
97,1741,443,1025,236,825,0,0,0,1049,1507,335,0,550,483
98,578,0,96,167,411,0,646,358,215,183,0,0,464,293
99,3715,1337,2977,2552,3132,6725,3382,0,2192,2709,0,6878,3268,1755
100,580,154,305,0,213,0,388,0,418,72,0,1,431,0
101,206,58,51,74,62,0,138,50,44,67,41,0,185,0
102,2735,961,1083,1234,1163,6,3412,1187,913,1099,0,12,0,1150
103,1079,602,504,1227,478,0,1086,280,0,701,547,0,2590,682
104,483,93,157,180,284,1,0,240,202,170,192,0,456,153
105,1448,2233,1574,0,2754,5759,5099,1332,2471,2675,3721,9165,5488,2426
106,371,190,195,0,0,0,407,198,319,32,273,3,363,74
107,216,59,64,67,62,0,188,56,40,62,63,0,191,54
108,3273,1038,989,827,1015,0,3693,1202,1151,866,1018,0,2737,1020
109,1990,657,686,997,742,0,988,10,574,651,371,0,1704,189
110,469,69,189,138,201,2,491,251,259,118,239,0,397,282
111,1654,2250,2110,2609,2626,0,2722,0,4346,2729,1573,8606,4588,0
112,122,143,204,158,77,4,352,233,163,250,0,0,393,373
113,141,67,64,44,41,0,170,50,55,66,50,0,156,52
114,3595,1149,1158,570,1347,5,1929,1021,1089,1496,1071,3,2762,1214
115,918,192,587,825,0,0,119,1378,0,1229,757,0,673,236
116,466,174,206,0,370,2,561,237,117,131,352,0,494,118
117,4062,0,3571,2651,1820,0,0,3117,2811,2974,3946,6313,5563,2137
118,361,185,235,45,152,6,0,299,210,40,192,5,502,196
119,0,56,0,58,60,0,232,52,66,71,66,0,169,56
120,2412,1071,937,930,769,14,2150,1146,524,1056,1164,6,2603,898
121,443,0,519,970,391,0,1349,1076,613,1500,552,0,1862,909
122,0,261,182,168,0,1,0,380,0,187,322,5,0,180
123,2942,0,3826,3352,2202,2650,1659,3066,2633,2355,2032,10706,0,2166
124,242,338,210,264,94,4,484,83,425,116,50,4,325,375
125,240,55,62,58,61,0,203,52,55,56,59,0,145,48
126,3928,0,0,831,1330,8,964,958,1315,1321,1510,0,3233,1032
127,1213,827,463,477,118,0,1804,0,983,1531,0,0,0,1235
128,504,72,247,108,267,0,490,247,256,141,309,0,0,129
129,4262,3208,2172,0,684,2970,2859,2473,2653,2492,2355,15228,6007,2974
130,365,220,0,275,0,2,0,273,237,0,0,0,482,244
131,174,61,57,61,57,0,257,73,53,0,71,0,0,0
132,2850,1094,1273,0,1105,4,4067,1238,1134,1153,0,0,3222,0
133,167,0,881,1084,563,0,2949,113,383,372,185,0,1592,688
134,434,110,165,138,203,4,366,176,190,110,240,3,485,280
135,3875,2320,2764,3587,0,11143,4081,2131,2612,0,4016,8730,3898,1640
136,248,148,192,302,175,0,645,185,165,301,288,0,0,139
137,217,53,53,59,56,0,175,58,56,67,52,0,168,47
138,4594,1073,1173,1301,1207,6,2802,960,1119,0,1531,0,2092,1083
139,166,634,0,0,0,0,897,898,891,596,156,0,307,1009
140,505,260,124,124,71,1,560,137,168,128,121,0,397,189
141,2039,1948,2114,2458,3449,10875,4410,2447,2598,2857,3264,2561,4903,1872
142,264,197,308,180,314,0,536,311,0,214,217,7,286,115
143,0,75,49,0,63,0,136,48,75,63,32,0,0,56
144,2868,1171,998,740,1294,7,3290,0,699,918,1370,0,2757,1082
145,780,0,674,485,651,0,1692,291,663,855,650,0,1273,1579
146,500,102,138,166,175,0,464,149,206,164,258,1,392,211
147,3578,1285,3223,3373,2485,5538,2887,1613,2889,2538,2453,1788,0,1826
148,437,96,192,35,0,0,257,427,265,205,119,0,126,260
149,173,61,41,63,56,0,214,74,70,56,56,0,178,52
150,5340,0,1233,1339,1444,4,2485,1147,1284,1236,914,8,2140,1045
151,218,0,560,1138,545,0,48,745,1023,305,158,0,1697,601
152,611,291,220,106,0,1,488,247,110,134,344,0,541,118
153,3516,1412,3348,2679,401,0,4469,2106,2368,3114,0,5451,4016,1646
154,538,91,418,125,176,1,438,203,80,9,255,0,227,94
155,161,52,46,56,63,0,148,61,48,46,51,0,200,50
156,2823,0,1317,953,1655,1,2809,991,956,1026,1176,0,3275,0
157,746,986,421,0,0,0,529,477,58,475,425,0,1527,743
158,455,356,142,164,179,3,476,0,212,164,94,4,417,65
159,4607,2374,1879,2771,0,10051,4051,1403,1954,2156,3363,6618,2760,2597
160,181,0,209,0,159,0,287,206,23,136,42,1,307,207
161,241,55,47,0,48,0,199,60,53,48,59,0,144,52
162,3992,1339,978,0,877,0,2370,1135,775,624,1185,0,3894,1208
163,0,460,185,590,0,0,64,1007,563,305,756,0,2182,761
164,355,313,203,167,292,1,536,66,0,160,304,3,461,207
165,5971,2068,3440,2751,4013,7208,0,2121,3618,2797,1640,8220,2663,2826
166,385,126,219,0,199,4,422,181,251,0,204,0,400,164
167,223,54,54,58,57,0,203,61,50,51,69,0,157,60
168,4691,1287,1079,1118,1382,2,3910,1145,1154,1030,1088,5,3189,995
