N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,0,0,629,688,517,0,1843,479,331,1451,477,0,1829,809
8,0,212,213,119,262,1,334,184,200,147,451,2,507,240
9,4542,2212,2680,2621,0,3830,0,1542,2547,3316,3390,6125,2467,0
10,176,0,262,129,84,2,281,184,295,169,295,0,338,299
11,152,0,51,76,44,0,208,0,69,0,60,0,180,64
12,3887,954,1182,1234,1033,9,3461,1074,1154,1163,1211,3,2816,1071
13,1610,1051,637,0,239,0,693,27,762,185,515,0,1298,320
14,488,167,175,109,0,2,0,322,233,132,113,0,0,192
15,0,1229,2534,2511,3189,9757,0,1982,3452,0,2645,0,2051,2855
16,393,246,260,244,165,0,609,229,241,11,361,0,472,252
17,178,47,0,49,69,0,188,63,62,57,61,0,179,68
18,2415,982,1032,1309,1515,0,2497,1154,1111,1179,1128,8,5260,1218
19,0,0,537,0,396,0,2030,920,950,0,0,0,1960,274
20,0,74,165,131,0,0,435,149,184,126,0,1,488,194
21,2509,2896,3995,3130,3714,3257,6042,2958,3479,2174,2697,7184,4152,2990
22,265,0,330,118,197,0,332,278,165,252,93,5,238,202
23,151,48,0,68,48,0,185,57,74,59,59,0,139,51
24,1998,1276,1173,1267,1061,15,2445,0,1064,1049,1126,0,3227,1024
25,693,838,449,848,149,0,1921,412,370,629,704,0,1083,904
26,359,228,343,119,264,2,477,165,133,163,256,0,441,131
27,3235,1446,1991,2641,2125,5431,2532,1127,2556,2563,4852,4994,5715,2383
28,404,291,276,181,140,4,137,443,215,518,0,0,485,207
29,0,61,44,74,58,0,187,50,35,55,64,0,0,67
30,4496,1121,846,1033,1199,0,3751,1046,998,1102,1352,0,3375,1100
31,149,420,533,1605,890,0,3304,0,910,236,549,0,398,615
32,418,114,254,134,403,2,0,400,186,154,188,0,469,174
33,0,2055,4002,3440,3798,3258,6131,3028,2990,2693,3589,3443,3302,1850
34,237,129,382,365,293,2,304,217,0,0,48,0,360,218
35,140,52,39,66,66,0,203,0,64,77,0,0,164,73
36,0,1127,1076,1056,1080,18,3836,1073,1690,1005,0,3,3369,1044
37,621,652,757,368,0,0,774,529,826,450,627,0,0,904
38,369,171,233,160,346,1,422,64,214,174,292,0,455,246
39,5399,2021,3125,3093,2987,7274,4834,615,2503,2814,2536,444,5282,2139
40,201,128,179,109,358,2,287,106,203,253,246,0,16,134
41,151,50,0,62,62,0,193,54,44,58,0,0,214,44
42,2361,963,737,980,1095,9,3199,1116,1287,1086,889,2,3584,1064
43,864,380,455,1529,428,0,923,646,408,700,384,0,1330,1362
44,471,237,198,144,394,0,551,264,195,167,44,5,562,305
45,2957,2837,0,2211,3262,2909,2817,1251,0,2868,696,10049,3933,1831
46,172,225,369,0,90,1,0,243,143,431,139,0,387,0
47,180,52,0,58,61,0,191,58,40,84,57,0,0,50
48,2933,1102,1096,0,1098,0,4098,0,1031,1088,897,0,2395,995
49,1597,1259,488,1073,0,0,1046,619,517,575,0,0,1404,189
50,405,241,247,169,250,0,468,97,154,196,170,0,366,200
51,5353,1641,2137,2854,1892,5171,1282,0,2941,3012,1704,4730,3032,1959
52,473,289,110,319,226,0,348,225,199,198,139,0,517,210
53,177,54,48,55,50,0,190,53,42,64,62,0,213,47
54,3703,1056,972,871,1334,0,0,978,1059,836,1200,5,0,1064
55,0,884,321,1406,1051,0,0,442,960,1230,653,0,1276,1148
56,559,196,209,86,0,4,528,241,152,122,0,0,445,315
57,1274,1666,2732,2507,2263,3436,1752,1730,2215,2419,2194,0,4752,2874
58,506,85,390,426,0,2,0,90,262,57,205,0,414,0
59,224,56,0,55,73,0,145,59,57,59,55,0,162,54
60,4172,982,729,1130,1125,14,1471,1173,994,0,1408,14,3062,1094
61,0,289,0,0,205,0,2430,877,495,683,402,0,1189,826
62,476,155,216,160,342,2,526,32,150,0,198,0,540,0
63,4523,3209,0,2884,1419,7046,4783,3032,2531,2712,2652,5594,3438,2154
64,392,224,219,27,295,0,0,0,0,290,0,0,402,216
65,188,64,56,64,67,0,193,47,55,87,49,0,146,58
66,2357,1157,1106,998,0,5,4484,1033,1277,963,1047,0,0,953
67,1303,582,251,960,873,0,2510,129,0,394,615,0,1654,89
68,590,184,173,135,309,2,358,191,210,117,159,0,512,0
69,4611,619,0,2513,3154,7827,4387,2720,2344,2990,2721,0,2371,1521
70,358,201,336,303,127,1,0,170,328,171,189,1,495,293
71,161,0,49,72,59,0,203,54,40,0,54,0,177,50
72,3260,1237,808,819,671,0,2600,1091,891,1206,1359,0,2533,1092
73,1074,618,160,0,592,0,1599,480,349,237,654,0,392,754
74,437,0,160,192,41,0,426,283,238,142,87,0,535,90
75,3177,2159,3257,2646,614,10028,4677,2384,0,2891,2540,5082,5432,2574
76,393,184,175,141,269,0,0,91,251,72,317,0,0,175
77,185,43,46,61,0,0,165,53,81,61,59,0,182,56
78,2841,1140,0,1436,1385,1,3047,1069,1015,1002,1333,5,3789,1132
79,0,0,608,827,711,0,2409,214,722,744,546,0,553,289
80,497,223,0,155,197,1,487,225,224,142,100,1,546,291
81,1310,1906,0,3357,1372,5445,4563,2482,1746,2251,1147,8306,4417,1383
82,361,208,279,277,342,0,300,164,198,207,121,0,194,269
83,158,54,41,64,64,0,198,56,53,0,43,0,213,59
84,3066,1137,1299,1249,941,1,4589,1289,827,0,1144,0,3637,1009
85,0,115,465,785,672,0,1995,1438,0,371,225,0,1450,875
86,509,79,123,0,213,0,368,0,232,135,154,1,459,185
87,4372,1779,2824,2584,2668,6523,5542,1754,0,2701,2866,5653,7019,1409
88,470,198,378,328,159,1,23,54,408,108,0,1,445,104
89,156,0,47,76,57,0,0,53,62,61,0,0,0,71
90,0,1022,1094,1270,1111,2,4969,1084,838,1007,1029,4,4112,977
91,652,630,458,0,435,0,1786,145,420,1104,775,0,125,0
92,422,25,0,165,246,0,431,157,192,149,0,3,0,122
93,4763,2647,2095,2405,1608,2261,1273,0,2400,2644,0,10629,3680,2456
94,403,139,70,411,0,0,160,223,79,0,133,6,306,282
95,211,55,48,0,59,0,136,54,86,64,67,0,134,54
96,3025,930,1588,1343,1005,13,3962,1061,1279,0,1484,0,2301,1041
97,0,0,688,996,588,0,1000,0,211,0,910,0,579,472
98,481,313,173,146,60,3,470,190,0,156,204,2,504,0
99,0,2344,1830,0,1854,2477,4311,2687,3187,3041,2803,7971,707,2630
100,588,113,229,208,264,0,476,313,260,208,266,0,372,232
101,164,64,41,47,57,0,163,66,0,51,62,0,228,57
102,0,1042,1201,753,1203,4,3602,1195,793,1277,1362,7,2884,879
103,1139,675,489,1027,753,0,2526,205,372,1214,563,0,1668,888
104,474,195,182,118,232,0,0,285,167,155,315,0,467,292
105,4800,2758,3305,2625,532,9890,2468,2580,2628,3268,1935,7228,4420,531
106,261,286,365,0,0,6,171,178,82,116,180,2,643,199
107,158,50,0,71,63,0,0,59,53,53,57,0,174,54
108,3970,1054,1281,1103,1011,7,2984,0,1178,729,1038,3,2635,0
109,1108,878,245,1048,492,0,219,357,939,1120,687,0,17,442
110,445,154,123,158,0,0,516,239,238,0,0,1,393,152
111,7687,0,3308,2567,1717,1872,3604,2453,2972,2595,3172,7629,3637,3029
112,163,104,180,0,145,4,345,237,315,514,0,2,85,375
113,143,0,75,63,58,0,165,65,71,56,54,0,169,57
114,3376,1120,905,0,1157,0,4721,1220,1103,1092,1397,7,0,1071
115,0,907,778,1166,703,0,1393,506,406,0,310,0,2028,0
116,466,155,251,81,145,2,449,51,176,143,102,0,345,235
117,4965,1723,3313,2846,3832,6718,4588,2553,2436,2717,1807,10020,3020,247
118,314,0,176,411,201,0,504,193,279,0,274,0,116,266
119,196,46,60,69,65,0,196,61,63,76,57,0,191,62
120,3685,868,1280,1173,1104,0,3589,1088,948,665,1175,0,3248,1134
121,961,0,536,486,0,0,1435,0,659,960,578,0,1284,260
122,534,139,174,166,299,2,460,416,207,161,244,0,411,134
123,0,2491,2602,2465,3070,4688,4052,2325,2073,0,2691,7890,4254,573
124,0,72,261,0,147,0,0,296,181,346,260,2,549,248
125,173,0,57,0,43,0,151,63,45,68,43,0,204,52
126,2086,993,959,1121,717,0,2833,1008,1321,963,1364,3,3479,991
127,226,364,677,1163,615,0,0,47,641,1007,1059,0,0,1220
128,469,308,161,159,131,0,449,291,196,0,55,0,507,247
129,4820,2466,2427,0,4103,7656,4588,2609,3154,2784,2095,10241,3637,2504
130,333,41,295,367,204,0,405,216,300,268,188,0,0,99
131,116,54,30,49,47,0,182,58,64,67,56,0,0,54
132,4129,1194,751,1156,1123,7,2965,1038,929,1304,0,5,0,1169
133,842,0,624,766,408,0,872,339,0,0,0,0,966,140
134,441,171,227,167,15,3,564,136,161,120,218,2,366,0
135,3627,3184,1990,2716,1609,4893,3468,2331,1611,3034,4380,3598,5128,3016
136,334,253,406,186,0,0,0,262,293,245,182,2,157,176
137,207,66,0,63,65,0,200,67,75,49,47,0,146,49
138,2404,1017,1168,1224,1355,11,3076,1012,0,898,1498,15,2069,835
139,1749,110,347,962,543,0,294,1022,0,159,0,0,0,673
140,449,78,290,108,205,0,490,39,181,85,442,1,0,189
141,4852,2305,1854,3050,2092,6962,5216,1586,2883,3135,2087,12541,5510,2065
142,268,239,190,263,217,7,409,165,274,381,81,1,356,210
143,119,59,61,60,0,0,166,71,44,0,73,0,0,66
144,3818,1089,0,1279,1166,19,2810,945,761,888,1079,7,2702,1008
145,50,1024,558,1330,595,0,0,1582,0,524,0,0,416,508
146,368,172,223,169,286,0,504,222,184,177,121,2,550,381
147,2946,1162,0,2910,2675,9418,3527,1964,1853,2977,3173,7120,6169,1532
148,312,261,162,116,191,1,356,164,96,219,87,0,163,140
149,182,55,82,78,51,0,194,69,66,63,63,0,127,54
150,0,1278,777,810,1373,8,4285,1069,1754,1075,770,0,3242,987
151,0,1103,0,0,3,0,0,235,997,1034,748,0,0,0
152,0,277,160,126,0,0,569,81,84,156,183,0,418,175
153,3358,0,2914,2693,0,5002,4323,2456,2409,2051,2940,8415,3634,1708
154,0,292,200,235,210,0,237,305,233,320,225,2,394,174
155,178,64,69,68,46,0,197,61,38,71,43,0,0,55
156,3586,1127,1025,1104,1172,3,3687,999,814,910,1288,7,3293,1123
157,1518,690,683,984,290,0,2275,507,266,0,679,0,1003,1425
158,464,0,0,155,260,2,431,0,137,155,0,0,392,253
159,3990,1620,1617,2283,526,1706,2881,1494,1784,1728,4470,6751,4653,3478
160,260,265,153,293,137,2,483,244,0,0,173,1,298,87
161,0,59,77,50,75,0,216,63,51,67,60,0,152,56
162,2982,0,0,773,982,3,4983,1200,1052,0,1011,0,3693,1031
163,0,624,461,0,1008,0,1775,36,869,1851,0,0,0,773
164,487,31,168,134,248,2,448,112,134,137,199,0,0,250
165,1704,2846,2803,2954,3689,7284,3329,1692,1785,3087,2505,11652,3675,2432
166,0,240,416,45,258,1,141,117,246,135,149,0,430,251
167,0,58,66,64,51,0,231,60,35,62,61,0,158,0
168,4225,987,1311,1214,1417,0,2988,1112,1158,610,1125,10,2281,1063
