N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
90,3439,1044,1135,1015,1265,8,3249,1080,985,941,0,0,3639,847
91,893,0,286,1450,202,0,793,566,328,659,363,0,438,1333
92,515,201,132,142,211,0,524,172,364,169,449,0,503,0
93,6943,3330,3524,2771,0,12261,2438,2643,1781,0,2416,10412,6300,2162
94,353,113,136,183,0,3,257,158,187,393,200,0,414,269
95,163,52,55,69,45,0,179,57,43,62,62,0,155,84
96,3031,939,1610,1174,1174,7,2697,0,991,1045,1184,10,0,1059
97,264,0,622,0,273,0,1001,1055,905,272,296,0,157,1485
98,459,174,0,168,419,2,484,331,231,164,285,2,532,78
99,6735,3217,2141,2201,2119,1909,0,0,3070,3028,1061,11525,7047,1900
100,293,148,405,256,273,2,380,203,204,274,289,3,344,56
101,0,0,0,66,63,0,180,50,58,60,59,0,132,47
102,3143,1049,1183,1204,0,13,3410,1145,1402,781,1080,1,1874,1131
103,600,550,607,624,1187,0,2416,849,642,1099,620,0,0,555
104,534,52,265,94,106,0,518,206,0,189,339,5,575,0
105,4865,2721,1631,2873,0,7164,0,2188,2363,2381,2177,3384,3265,0
106,385,360,267,158,149,0,384,122,364,249,188,2,249,103
107,138,53,46,69,67,0,119,58,54,61,50,0,193,60
108,2965,999,929,994,0,0,3501,1066,0,0,1098,3,3313,0
109,1314,1003,427,931,554,0,1437,1373,194,822,1203,0,612,1014
110,479,59,163,201,202,0,448,246,277,180,336,0,488,135
111,4176,0,0,0,2942,9632,3546,2428,2751,2639,2188,5509,6922,2974
112,379,0,152,199,72,2,74,164,157,71,171,2,492,331
113,210,74,0,54,61,0,0,57,50,53,54,0,157,48
114,2560,1064,761,1189,1199,9,2565,0,1140,559,1129,4,2406,1213
115,1196,173,464,833,525,0,2253,576,337,685,723,0,1226,408
116,516,203,245,97,134,5,549,138,189,135,325,1,411,322
117,0,3372,2901,0,2750,7579,2215,1195,3349,0,679,4543,2280,2019
118,282,175,104,217,232,0,95,257,158,0,186,2,622,0
119,172,53,80,0,65,0,160,0,0,52,73,0,145,55
120,2660,1133,1069,1123,1147,4,2518,1105,1345,1059,1097,1,0,903
121,0,845,776,166,524,0,1165,1682,758,1420,360,0,1688,732
122,320,124,270,174,181,0,448,205,197,145,66,0,504,228
123,2983,2260,2567,0,2976,11204,3387,1946,2256,2485,2531,11746,1402,2395
124,252,0,235,356,206,0,164,115,185,507,155,1,234,262
125,0,58,52,86,62,0,206,61,48,0,54,0,160,64
126,4108,0,0,1116,1084,6,1575,1130,1259,712,0,8,4621,1088
127,45,1262,1080,927,718,0,0,745,206,702,685,0,100,0
128,432,239,259,159,0,0,496,250,0,160,512,3,522,128
129,5642,2507,3655,2247,2366,8700,7212,2701,3323,2364,2240,8026,5962,2512
130,580,189,294,124,182,0,301,354,311,0,341,0,623,323
131,161,67,56,59,59,0,126,72,0,66,50,0,149,59
132,3131,990,1104,904,1030,0,0,1033,1316,0,874,0,2765,1102
133,798,56,558,1386,676,0,1503,970,486,314,594,0,1148,1349
134,533,0,211,163,265,1,578,130,150,0,0,0,596,38
135,3127,2996,3625,2444,1493,10204,2524,2269,2210,2641,3134,0,7102,1555
136,58,118,163,260,55,0,120,217,276,79,222,1,247,290
137,213,62,38,69,53,0,105,67,60,55,56,0,182,59
138,1568,1223,1058,865,1559,2,3545,1058,742,770,1239,0,5384,1116
139,1180,124,1143,1804,337,0,585,736,722,519,546,0,1204,843
140,476,0,146,188,165,0,484,115,265,132,0,2,377,169
141,3812,3300,3265,2370,4658,9447,2940,2730,2693,2817,3218,8391,4276,3879
142,0,282,224,0,189,0,449,188,352,0,149,3,445,247
143,130,66,52,68,35,0,198,67,0,0,0,0,197,62
144,2600,1212,1089,0,966,0,2216,1010,1055,0,1230,4,0,1121
145,1243,1263,184,253,347,0,1013,176,269,809,664,0,708,1078
146,436,67,213,169,240,5,442,274,151,168,0,2,393,223
147,3593,1689,2950,2602,3184,11376,4553,1424,2645,2420,2281,9513,3463,2220
148,272,330,0,29,216,0,420,0,255,212,0,0,186,226
149,151,51,52,86,51,0,173,43,45,72,62,0,224,0
150,2514,1048,990,1326,1157,0,3981,1016,1061,843,1330,4,3989,1025
151,614,1093,790,721,408,0,1372,0,0,0,1207,0,655,447
152,371,0,195,147,381,2,462,185,152,96,325,0,529,249
153,3849,1842,0,3193,3210,4561,4911,0,3526,3127,2724,0,3415,2868
154,123,218,162,243,138,0,413,408,253,436,103,2,504,153
155,181,61,28,59,53,0,205,62,75,0,65,0,148,65
156,0,1131,938,1231,948,0,3381,1017,889,1099,831,0,3437,0
157,1507,0,341,658,728,0,1529,1346,1194,1124,594,0,1899,0
158,455,103,120,163,240,0,380,89,208,155,126,3,0,200
159,2545,2236,0,2553,2770,6924,6077,1995,2839,0,829,4009,5256,2502
160,424,185,181,89,145,2,82,139,253,44,175,5,160,391
161,154,60,0,77,53,0,165,57,63,55,61,0,225,61
162,0,1192,1207,1288,1048,14,0,0,1016,1253,818,10,3575,988
163,602,261,1028,1614,584,0,0,606,645,695,35,0,1838,0
164,494,76,113,166,435,2,336,53,268,188,179,1,487,351
165,5988,2469,3267,0,2096,4549,2804,2274,2769,2993,1108,8825,0,2357
166,335,187,0,363,104,6,194,0,418,0,218,0,0,11
167,183,60,45,75,45,0,187,62,52,45,57,0,169,63
168,3531,1278,0,1162,1246,13,2849,1211,879,1126,1267,10,3488,1073
