N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
11,198,57,42,71,57,0,208,0,53,53,72,0,150,62
12,2295,1042,1174,1085,640,4,4237,1045,1182,859,1341,0,2897,0
13,5,80,0,1171,380,0,633,552,622,846,693,0,0,207
14,522,304,193,190,88,1,472,105,244,161,292,1,459,0
15,0,0,1613,2862,3036,5290,4629,0,3270,2546,3138,5681,6835,2768
16,402,0,236,0,403,0,302,118,358,335,105,1,0,293
17,184,58,53,75,58,0,152,63,40,63,53,0,186,60
18,3514,0,818,832,1186,0,4328,873,1141,1143,1121,0,5075,0
19,3114,905,649,182,140,0,1707,803,749,1007,0,0,403,807
20,453,22,185,135,0,2,522,111,130,137,1,1,437,55
21,4434,1284,2756,0,2980,9808,0,1923,2590,2743,0,7194,1263,3166
22,144,237,311,176,0,0,235,243,471,0,89,4,0,209
23,198,66,33,62,57,0,164,65,43,52,36,0,0,60
24,2809,981,926,1080,1203,0,3800,1279,1468,1105,1366,0,3186,940
25,659,369,359,0,657,0,678,148,357,0,375,0,1645,351
26,0,243,159,159,45,0,384,171,0,164,0,1,355,261
27,0,1658,2880,2689,1211,0,2773,0,0,3073,1694,4712,2840,1348
28,260,236,176,122,197,2,42,138,159,0,392,8,346,262
29,178,51,50,55,79,0,141,64,60,0,64,0,168,42
30,1702,982,560,1244,1008,6,2969,1018,771,1013,868,7,3746,1152
31,504,1273,934,627,838,0,1838,505,445,582,471,0,1312,39
32,0,204,0,173,99,1,0,221,240,147,0,0,453,232
33,4698,2230,3057,2686,2095,4118,0,0,2426,2816,3326,13291,7219,2747
34,275,99,233,513,128,4,169,113,279,425,326,3,482,252
35,202,65,53,39,57,0,0,47,55,73,0,0,178,69
36,0,1064,1260,732,1240,0,2304,1107,1203,876,1049,0,4418,0
37,1528,0,420,1053,431,0,1436,389,845,528,848,0,1130,1233
38,448,112,200,132,266,0,555,184,75,0,98,4,479,181
39,2405,3428,2179,2832,1525,13606,2732,2128,2680,2305,727,11008,6757,2606
40,345,0,300,68,96,0,463,130,213,354,349,1,78,147
41,186,48,58,44,57,0,165,59,0,65,53,0,163,63
42,2943,909,0,1204,1056,0,2776,1029,1091,1409,1315,0,3858,1183
43,0,1553,471,1003,850,0,557,9,636,1644,242,0,2711,276
44,0,112,203,137,97,0,366,153,191,158,230,0,518,0
45,5276,2252,3292,2349,2352,187,2651,1396,1639,2618,0,6426,3774,2553
46,7,337,257,0,327,3,332,233,353,247,341,0,630,136
47,159,60,68,52,50,0,219,53,74,49,54,0,169,65
48,0,1135,1302,1150,1145,4,3378,926,1026,1178,998,7,3676,1157
49,2038,689,672,792,0,0,952,0,826,1138,0,0,501,1005
50,438,0,193,90,226,0,529,0,155,138,280,2,456,211
51,4324,2400,3467,0,2739,8865,4474,0,2814,3141,2340,8348,5114,3131
52,347,313,273,445,293,0,153,152,290,191,292,2,0,128
53,135,64,64,59,55,0,116,0,66,54,50,0,156,59
54,3245,1016,0,1413,1065,0,3826,979,1074,827,1353,0,2603,1090
55,0,1691,340,901,876,0,364,945,569,618,469,0,108,0
56,512,133,179,134,0,0,580,310,0,113,251,1,461,0
57,2316,1547,2919,0,1258,9784,4083,1341,0,2217,3406,5578,2971,3203
58,160,208,421,452,155,0,394,0,147,403,0,0,338,214
59,198,58,56,79,60,0,197,64,0,50,53,0,223,64
60,2377,1113,984,863,1470,5,3019,1196,885,1185,0,0,3343,1018
61,0,564,1025,626,517,0,0,537,174,1268,108,0,1204,524
62,506,0,54,0,250,0,427,67,144,111,0,0,291,18
63,5345,2203,0,2972,3683,6889,0,1878,3054,2469,1230,6768,7113,2623
64,219,0,0,90,106,6,421,282,0,273,274,2,400,274
65,200,50,59,74,46,0,196,63,0,71,68,0,117,0
66,0,1123,753,1151,0,3,2895,0,950,731,1347,12,2425,0
67,267,679,0,417,1081,0,2413,625,548,241,229,0,2638,149
68,306,329,135,125,390,0,410,369,202,135,237,0,583,192
69,4550,2012,0,3465,2668,0,2093,1782,3057,0,2268,2221,5508,0
70,378,197,258,0,79,4,294,0,113,196,230,0,114,0
71,193,60,47,80,52,0,215,53,37,56,53,0,201,56
72,1756,1140,1161,1426,1132,6,3715,1096,1018,0,1568,11,3117,1021
73,2195,625,801,561,705,0,469,1354,718,1652,634,0,437,960
74,360,59,143,157,274,0,578,64,189,138,106,1,364,0
75,4803,2307,1707,2770,2146,7011,3273,2318,2627,2918,2467,9987,5274,2146
76,354,258,0,376,210,0,262,247,268,359,121,0,329,182
77,180,64,48,61,65,0,230,47,48,72,59,0,0,59
78,3342,0,982,818,1048,0,3021,990,1310,1059,1107,10,2751,1122
79,2173,846,468,1293,516,0,364,210,466,452,705,0,800,0
80,471,267,196,180,0,0,571,303,253,181,226,2,461,65
81,5848,1910,3081,3249,2579,11453,6582,2158,3394,3097,1822,0,5388,2961
82,333,119,304,343,257,0,546,0,236,0,169,0,477,320
83,202,60,50,53,64,0,191,54,42,76,63,0,210,62
84,1927,1231,941,713,0,0,1984,1022,958,1032,0,0,2993,1168
85,142,924,355,0,0,0,0,173,445,81,452,0,817,0
86,408,43,131,175,150,0,497,0,227,147,192,1,480,0
87,0,1588,2231,2661,1490,0,2047,1798,2590,2379,0,2618,2910,3057
88,0,162,82,207,105,0,126,314,215,129,253,2,477,332
89,131,48,50,66,52,0,127,65,44,67,63,0,215,62
90,4489,1102,1136,1509,1210,17,2186,1109,0,0,1241,0,3345,980
91,0,0,466,0,459,0,689,877,70,1204,0,0,876,813
92,484,94,300,153,213,0,537,176,196,146,288,0,445,58
93,5638,3180,2824,3246,3450,2574,3330,3396,2831,2519,4074,3066,4415,1923
94,64,242,107,375,283,5,279,273,254,0,244,0,425,197
95,194,65,69,64,70,0,131,0,47,60,57,0,187,57
96,0,1034,978,683,1367,1,0,920,1162,597,0,0,2293,0
97,1134,1123,470,476,386,0,765,166,537,563,335,0,0,689
98,408,207,0,157,237,1,0,56,0,128,464,0,0,229
99,2856,2906,3816,0,3078,11634,5779,1454,2120,2553,2234,7121,0,2708
100,544,193,161,327,150,5,374,61,268,0,295,1,415,97
101,150,46,52,70,61,0,190,71,55,68,66,0,217,0
102,0,1192,0,907,856,2,0,964,1058,990,982,9,3414,1019
103,541,1215,585,501,388,0,0,89,385,955,1258,0,2368,1048
104,0,225,163,174,156,2,398,0,125,77,282,0,427,65
105,2294,1701,2608,2381,2698,0,4419,2321,0,2364,5466,0,4640,948
106,292,202,95,0,265,4,217,223,328,277,300,0,190,201
107,0,66,47,0,59,0,209,59,52,58,52,0,172,64
108,3148,1146,1310,1149,1132,0,3710,1149,797,0,1010,4,2127,0
109,0,732,663,345,720,0,1619,283,204,920,741,0,112,0
110,475,108,176,107,280,0,556,0,0,161,246,0,421,277
111,4153,0,2994,0,3979,0,4791,4645,3540,2465,0,6342,5581,1228
112,300,255,148,152,192,0,244,346,88,240,199,1,0,321
113,198,0,63,59,59,0,196,0,47,0,0,0,203,77
114,0,1121,915,1079,1356,0,0,1100,930,1374,1266,0,1323,1088
115,1911,1142,359,0,470,0,673,0,0,423,273,0,2044,1265
116,526,249,238,154,0,1,0,267,220,171,23,1,474,179
117,7693,2086,3574,0,0,9136,7345,2685,2292,2290,4623,10907,3586,3130
118,273,356,157,279,261,9,392,198,199,528,340,3,406,255
119,188,0,47,46,52,0,0,52,46,74,63,0,185,65
120,4392,1024,1168,998,1435,0,4281,1101,1000,871,1245,2,3776,940
121,1457,615,381,0,176,0,0,0,654,1377,0,0,470,733
122,518,73,190,105,0,0,406,194,180,188,415,3,384,211
123,3521,3247,3554,2972,1561,6188,6163,2220,2388,0,2112,7693,3146,2146
124,266,280,273,0,223,2,286,132,0,163,188,6,561,307
125,182,59,35,52,55,0,195,60,0,73,63,0,180,0
126,2246,1132,753,1184,1306,0,3284,1005,931,971,1407,0,4449,1046
127,868,724,1047,680,299,0,1301,633,418,0,353,0,1261,1148
128,571,253,258,167,164,2,0,195,0,124,0,0,389,161
129,3450,3250,2395,2532,1155,6959,2695,2415,3250,0,1369,8458,0,2271
130,464,263,155,0,406,5,423,227,361,207,12,1,261,378
131,214,63,66,55,62,0,233,51,47,61,45,0,225,68
132,3193,1099,1226,1134,0,0,3181,1113,1159,1062,1597,10,3960,1042
133,1710,0,862,515,394,0,863,560,577,1083,659,0,886,1069
134,0,134,257,133,236,0,599,273,173,200,56,3,508,265
135,1358,2975,3417,2632,777,5952,4434,0,3161,0,1609,8112,2304,2730
136,347,170,299,0,238,4,547,209,317,177,199,0,90,143
137,265,69,41,60,50,0,198,62,56,73,0,0,185,61
138,0,956,0,961,0,12,2164,1072,1335,1045,1583,11,4032,1085
139,1930,0,110,0,171,0,1159,614,423,1208,516,0,1883,0
140,487,190,277,134,0,0,530,0,76,150,0,0,399,209
141,6652,1039,3304,2974,3335,6604,1451,3053,3100,2462,0,9800,0,992
142,115,0,87,0,261,8,293,207,233,278,101,0,279,121
143,185,42,48,50,53,0,207,59,45,72,0,0,196,49
144,3732,1096,1040,1218,1041,5,2799,1019,1017,1181,0,13,2852,908
145,1209,1635,0,247,531,0,387,0,976,895,378,0,459,145
146,550,0,210,128,192,1,534,218,217,149,324,0,483,285
147,3920,2386,3419,2693,2417,7333,2572,2496,2905,2725,3035,9726,523,1778
148,439,179,235,110,107,0,470,227,365,213,149,0,236,185
149,172,55,48,58,59,0,183,58,52,0,46,0,179,57
150,2393,1074,1194,808,1168,0,4441,1101,1078,1022,1080,0,3658,1157
151,891,970,646,1059,651,0,1043,456,954,357,0,0,836,650
152,0,170,244,192,0,0,318,230,120,154,340,0,557,231
153,5725,2583,2105,2706,1388,10959,3385,2980,2192,2672,2187,8919,3744,1977
154,361,303,279,274,0,0,440,248,433,119,170,4,436,359
155,163,51,0,55,68,0,179,0,37,89,38,0,167,62
156,4050,968,969,1072,1295,0,4314,1210,884,774,1324,0,4291,1060
157,0,1033,409,0,693,0,1463,398,631,589,0,0,980,999
158,575,0,0,163,248,1,544,372,0,124,318,3,565,239
159,2036,3277,2617,2864,2316,5009,1863,2173,2394,3132,3198,3147,3996,2091
160,310,267,0,0,88,6,316,280,188,364,0,5,478,0
161,0,65,0,58,47,0,168,54,61,56,49,0,153,65
162,2079,912,1043,0,1280,10,1024,1117,1036,814,1163,0,2745,1160
163,169,698,681,946,384,0,1077,455,525,1021,675,0,1232,312
164,505,202,144,134,0,1,447,242,176,75,329,0,520,108
165,2902,2577,2845,3012,4128,6150,5705,1093,1998,3073,1919,6212,3369,990
166,358,174,115,108,0,2,290,216,360,409,185,8,260,115
167,183,77,41,59,47,0,0,70,52,72,50,0,227,54
168,3770,906,1017,1339,1045,0,3740,1009,916,1040,1342,0,3569,1133
