N;Container capacities;Available containers;Number of periods;Alpha;Returnable?;Initial inventory;;;;;;;;
7;1178;1103;1032;142;191;0;951;1046;143;840;605;0;545;681
8;458;97;195;122;65;4;534;210;155;0;294;0;336;155
9;2508;1737;2612;2705;3647;0;3661;1987;2405;0;3136;6622;4383;2494
10;93;198;321;252;205;0;0;344;187;281;0;3;267;209
11;178;50;69;56;49;0;207;56;46;67;58;0;230;58
12;2163;0;937;1274;1606;1;2374;1049;726;1374;1232;14;3357;1029
13;1149;1431;316;464;884;0;884;623;503;0;95;0;0;1257
14;448;236;179;104;89;3;465;239;125;149;225;3;440;160
15;4140;1936;2723;2312;3028;8966;3366;2031;2855;3527;341;7258;6337;1722
16;222;185;187;192;76;0;370;128;358;262;209;0;330;69
17;164;60;46;52;71;0;233;47;52;72;67;0;145;54
18;4701;1169;1151;1274;945;8;4651;940;1435;603;1151;9;4207;1223
19;2076;0;1000;526;390;0;666;370;744;1258;912;0;0;74
20;459;233;168;132;241;0;404;76;194;163;105;0;438;0
21;820;2157;0;3029;0;2719;5020;1149;0;2740;2121;4640;4831;1488
22;458;229;280;0;257;0;0;172;64;315;222;3;422;288
23;198;57;0;59;57;0;190;56;59;82;50;0;146;0
24;2140;1000;797;1023;876;3;3591;1050;1152;1125;1024;7;2818;1002
25;1141;898;922;479;754;0;2977;0;472;352;0;0;2165;256
26;442;175;198;178;202;2;0;261;0;174;326;0;558;0
27;2946;2243;2656;0;1050;9234;615;1139;2526;2176;0;12410;4651;0
28;498;259;126;343;142;4;135;211;203;327;142;2;32;145
29;164;42;69;0;62;0;155;76;58;53;0;0;162;55
30;3528;1111;800;0;0;1;3678;1063;909;724;1280;0;4608;1022
31;215;730;781;672;467;0;652;32;750;1297;386;0;1837;627
32;491;386;260;144;201;0;441;247;273;163;365;1;629;248
33;3653;2199;2827;2621;2128;2323;3269;696;2255;2428;3685;11074;2192;3225
34;0;171;0;305;157;0;0;221;118;220;292;2;244;159
35;160;58;51;53;52;0;187;53;47;50;78;0;183;57
36;5017;0;1066;1062;1316;0;3837;1003;1166;1163;810;2;2140;1053
37;944;160;529;0;298;0;0;483;465;982;345;0;0;259
38;449;207;173;0;192;0;391;109;144;156;232;0;454;0
39;2582;1811;2874;2750;3318;4440;3638;960;2670;3001;2585;1037;7064;2211
40;414;71;326;370;149;0;0;215;234;271;145;0;188;300
41;126;61;39;36;68;0;0;63;40;64;63;0;212;61
42;3570;920;689;0;923;0;4513;1323;1031;1166;1144;7;3232;1166
43;1035;1175;760;789;545;0;1582;402;0;712;908;0;2043;0
44;448;7;329;156;0;1;472;210;268;159;317;0;542;45
45;4821;1586;2679;3115;3852;4813;0;1469;2326;2970;4219;3562;5097;1557
46;9;242;114;181;237;0;218;193;304;0;202;5;404;100
47;184;62;51;0;61;0;172;45;53;75;48;0;176;50
48;4443;1014;1301;1006;1234;2;4028;1117;1020;654;1034;0;0;1126
49;28;961;551;778;73;0;1619;165;573;857;1096;0;0;1042
50;534;252;307;146;280;0;485;327;279;0;231;0;428;278
51;1352;1022;2281;3042;1493;8845;2502;1893;1682;3023;2341;2139;1169;2740
52;489;208;275;73;0;2;333;0;153;201;157;0;277;314
53;158;49;0;41;50;0;135;63;34;76;52;0;203;60
54;3711;1120;730;1413;1273;0;0;1010;1040;669;1215;10;2964;1194
55;293;391;995;482;906;0;0;950;696;1090;407;0;1296;126
56;402;91;271;0;67;0;383;67;113;158;175;5;466;130
57;2097;1065;3351;2641;2667;7066;2913;1435;0;3390;2723;6258;859;1461
58;539;251;221;289;132;0;384;135;234;133;160;0;0;0
59;160;52;52;70;65;0;176;48;0;83;59;0;0;56
60;3509;1168;1223;915;967;8;3504;998;1190;1038;1034;0;0;1098
61;432;2;0;0;181;0;0;828;903;756;580;0;583;323
62;395;277;227;132;184;3;485;291;0;129;0;0;440;174
63;0;2625;2406;2254;2099;3893;5143;3558;2485;2746;1537;0;2752;1776
64;152;185;174;196;67;3;247;123;263;102;0;0;369;243
65;162;72;0;47;62;0;136;62;64;71;58;0;203;0
66;3887;1000;975;1186;1483;0;3290;1081;1380;1203;876;10;3279;1054
67;1449;430;602;1207;63;0;111;479;424;1677;552;0;845;927
68;462;141;0;117;233;0;0;247;0;175;223;0;573;264
69;0;1472;1770;2606;2565;12716;4340;2245;4032;2598;3294;2952;3660;2016
70;0;268;228;359;133;2;529;0;168;193;266;0;250;208
71;158;56;55;72;49;0;150;0;39;58;49;0;153;57
72;3123;1110;1007;1151;1232;0;2553;0;1143;1219;1290;1;3888;940
73;402;276;587;1434;748;0;1271;0;588;638;754;0;878;806
74;438;225;228;78;305;5;441;108;343;172;168;0;555;24
75;5823;1505;0;3096;3448;7577;1851;2301;3763;2614;0;4468;0;1873
76;199;224;113;139;148;0;322;176;227;478;100;0;377;0
77;135;62;35;0;46;0;0;66;72;66;70;0;217;67
78;3642;1033;1191;1187;1141;10;3496;1050;775;553;1020;5;3802;1069
79;0;431;209;377;396;0;184;1213;870;550;713;0;1148;0
80;509;241;0;166;228;0;466;268;0;158;151;0;0;41
81;5516;2419;3305;3181;4728;9251;1757;2689;2122;3106;4553;11454;3126;906
82;242;365;146;298;348;7;350;123;226;0;194;1;23;287
83;160;57;48;63;52;0;199;56;71;41;0;0;220;0
84;2193;1184;990;847;1378;0;2552;922;0;0;1158;9;3141;1142
85;533;337;870;503;742;0;1235;794;250;734;613;0;1746;0
86;539;67;224;93;168;0;427;142;0;124;392;1;0;197
87;4135;2849;2092;2487;2213;10670;5639;0;2380;2379;2610;10098;6283;1834
88;435;184;339;163;272;0;300;0;371;0;187;1;345;274
89;249;55;56;0;61;0;0;66;0;71;69;0;176;59
90;2086;1058;1325;832;1207;0;0;1030;888;776;1201;0;0;1106
91;0;1804;419;524;524;0;1641;779;595;1040;777;0;1470;262
92;540;266;244;131;13;0;487;213;249;100;260;3;0;101
93;5768;2513;2858;2457;3069;8049;3193;1690;2924;2760;713;5900;5758;2068
94;412;150;236;0;0;0;292;239;0;527;172;3;166;292
95;172;60;53;70;59;0;205;62;47;66;57;0;0;62
96;2732;1112;1185;1100;0;8;3048;1234;1079;1272;0;0;1871;1008
97;1666;196;146;715;762;0;507;954;473;0;503;0;946;174
98;408;186;178;171;290;0;515;297;151;83;261;0;481;125
99;3568;1673;3406;3014;2371;12199;3717;2474;2965;2447;2421;0;4135;851
100;364;245;189;0;253;0;370;287;238;257;207;0;252;201
101;196;63;0;54;61;0;173;58;48;0;44;0;164;0
102;3154;1081;1149;914;0;9;4190;1120;1196;1309;1018;9;0;1166
103;1591;827;549;0;606;0;517;769;667;1085;323;0;1893;399
104;484;146;0;113;275;6;460;174;116;195;327;0;536;257
105;3652;2574;3212;3088;3537;5585;5583;2035;2159;2844;2848;0;0;1737
106;87;150;337;403;307;5;313;0;109;208;206;0;538;152
107;192;47;45;58;44;0;153;48;55;53;51;0;0;61
108;2673;965;872;841;1556;0;0;1041;834;1384;1536;4;3615;985
109;1892;531;676;0;541;0;0;657;904;669;337;0;1165;525
110;0;145;124;153;65;0;470;0;152;210;0;1;434;0
111;3093;0;2364;2649;2974;9656;2564;2254;1922;2580;1454;0;4839;3518
112;183;197;177;377;199;0;339;247;383;256;162;0;381;124
113;186;49;64;76;58;0;138;68;67;55;43;0;187;0
114;2570;0;1103;1339;1248;1;4864;0;1051;1153;1006;0;3281;988
115;1716;1105;558;1064;59;0;1123;0;299;1160;171;0;1880;852
116;377;175;188;152;153;0;480;0;6;0;172;0;581;179
117;2880;3109;3365;2767;0;10512;2341;2342;3497;2726;3786;8102;3534;1308
118;0;255;246;113;180;3;429;64;209;35;200;0;333;194
119;0;62;59;58;31;0;165;71;48;63;69;0;177;68
120;3868;1125;1120;0;1360;0;3475;1088;1258;865;0;10;3407;1036
121;0;856;0;830;954;0;0;144;200;0;337;0;2175;330
122;576;169;185;137;87;1;506;443;138;138;228;0;579;113
123;4707;1936;2619;2813;2732;4821;2548;1577;0;2803;2446;6283;2775;2339
124;260;193;295;44;157;2;14;67;0;0;230;0;438;259
125;107;62;59;0;54;0;0;56;0;42;41;0;148;57
126;3784;1144;1221;1154;0;4;1550;1127;1198;1289;1161;10;2977;976
127;62;25;0;1079;447;0;2091;412;269;36;243;0;1296;0
128;517;282;247;128;201;0;436;205;245;197;271;0;511;292
129;3004;3409;2942;2694;1836;0;3304;799;3614;2503;3546;4671;0;2141
130;463;274;218;420;155;1;244;220;265;238;62;7;507;320
131;234;54;43;62;0;0;144;52;62;52;59;0;153;0
132;0;0;1142;0;813;4;3984;1105;1349;1170;1256;0;0;988
133;80;795;1075;0;728;0;1738;467;914;1520;346;0;355;797
134;516;53;120;111;364;0;479;123;164;181;147;2;410;161
135;2828;1848;3633;2223;1736;12686;2928;2832;3763;3084;2375;8887;2972;2406
136;144;109;209;241;85;0;0;108;229;166;340;0;317;0
137;167;54;65;59;67;0;217;51;0;70;55;0;148;0
138;1987;1218;1356;1016;963;0;4230;1013;1188;0;985;8;1842;1199
139;1829;658;676;518;360;0;1378;243;570;0;445;0;925;333
140;431;201;138;132;322;0;569;191;167;0;360;2;394;254
141;0;0;2596;2678;4710;0;1012;3046;2123;3035;3849;9671;4315;1472
142;294;179;248;20;261;0;408;274;0;232;201;0;414;360
143;187;40;57;56;57;0;224;50;0;59;49;0;138;59
144;3314;1005;992;694;1188;8;3143;960;0;1060;1292;0;3384;1019
145;0;0;598;616;243;0;838;230;0;893;636;0;894;949
146;560;124;178;162;321;0;530;181;118;104;357;2;419;216
147;3398;2200;1845;2670;1233;6050;2853;2432;2346;2887;3583;6505;6253;2876
148;227;285;271;443;116;3;212;175;346;277;369;0;235;0
149;228;57;68;56;73;0;176;50;55;59;58;0;180;0
150;3178;0;1227;896;1414;3;3297;1072;0;1049;1240;0;3206;1136
151;1177;1115;727;509;569;0;10;661;973;706;94;0;0;744
152;419;98;162;216;193;0;485;74;212;141;416;1;380;139
153;4399;2559;3038;2375;1854;12223;0;1783;2742;0;0;2668;1995;1702
154;517;300;243;323;306;0;549;86;216;588;123;1;329;300
155;199;44;0;75;69;0;131;0;0;58;57;0;156;57
156;3212;1042;981;866;1415;0;3878;818;987;1143;968;6;3181;1169
157;1601;1171;651;1214;978;0;0;583;0;0;496;0;1277;0
158;446;226;204;136;195;0;455;144;227;130;443;1;424;118
159;2494;1563;3497;3278;0;11572;2901;3238;0;2535;2450;10348;0;1500
160;344;79;232;162;210;0;307;200;288;436;106;0;324;271
161;198;0;41;0;58;0;167;55;52;63;73;0;118;56
162;3982;1064;996;928;1022;0;3569;1195;1142;1080;1045;1;4161;1117
163;1212;1006;599;1000;0;0;437;0;353;1280;409;0;0;382
164;442;272;225;112;146;0;403;125;190;163;277;5;415;0
165;5556;2608;2461;3098;1950;6540;6735;1150;3036;0;2893;2777;3432;1915
166;305;180;160;365;79;0;0;0;251;218;275;3;110;170
167;136;56;31;60;50;0;0;65;55;0;49;0;125;65
168;3592;982;1481;457;1459;2;2715;1102;1221;889;1165;10;0;1129
