N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,750,0,555,0,703,0,945,1026,707,966,445,0,2347,464
8,532,253,234,131,41,6,462,159,236,153,368,1,504,29
9,4793,1726,2338,2411,2064,9755,3914,1414,0,2989,3775,2413,3810,2414
10,303,352,157,81,306,0,498,76,278,110,251,0,196,155
11,180,69,49,57,51,0,243,56,59,60,0,0,163,56
12,3027,1099,1409,1024,1390,0,2276,1178,1162,1306,1152,5,2656,846
13,1642,176,769,0,1067,0,668,235,788,759,674,0,924,158
14,492,0,121,112,399,3,587,109,0,151,313,0,416,32
15,4918,2549,3359,3042,0,0,2015,1886,2196,2925,3167,8859,6451,3337
16,243,214,354,0,0,1,395,168,126,164,143,0,168,188
17,174,65,0,68,53,0,153,71,52,63,54,0,148,54
18,2821,0,1232,669,786,0,3607,1035,1325,1152,1083,2,2388,1130
19,0,158,966,674,757,0,1648,0,391,1186,831,0,502,938
20,520,159,251,132,295,0,508,102,241,163,225,1,468,228
21,2090,1256,3002,2532,3288,0,4903,1722,3429,0,3243,5541,4449,1696
22,648,117,0,43,0,5,152,133,211,0,111,0,258,239
23,142,57,28,64,58,0,205,55,0,50,61,0,160,0
24,4464,900,1214,1028,1315,0,3388,1003,816,1079,843,0,2768,954
25,884,192,493,452,537,0,0,1301,255,187,0,0,72,0
26,456,0,167,157,262,2,579,230,219,131,0,0,523,141
27,4107,2140,2936,2408,3280,0,1225,3230,2777,2680,0,7699,4167,2470
28,49,169,360,424,0,0,434,164,0,373,271,0,523,93
29,0,0,64,64,52,0,200,63,51,71,73,0,0,76
30,3181,1085,1032,1081,1784,4,3329,1121,1300,948,1404,0,3544,0
31,930,693,0,1171,666,0,1100,1268,502,391,510,0,2435,1126
32,563,236,130,145,381,1,357,96,80,144,318,4,500,182
33,3361,3466,3273,1923,1752,12060,4702,2637,0,2964,0,5453,4183,1656
34,364,212,252,232,173,0,379,279,249,234,170,0,50,204
35,188,0,73,59,48,0,169,60,46,0,58,0,185,56
36,3437,970,601,1135,969,17,0,1012,0,0,1570,8,4369,1041
37,1212,1509,476,559,282,0,1536,395,641,1279,490,0,1295,1415
38,471,243,318,189,125,0,411,187,216,129,255,1,506,0
39,2631,2453,2773,2707,3399,3511,0,0,0,2767,1981,5717,3128,2844
40,432,175,312,63,206,1,178,211,335,90,101,0,485,235
41,171,63,52,56,37,0,137,58,50,69,68,0,172,57
42,0,1076,1109,942,961,0,0,1124,0,1196,1142,6,1805,1046
43,0,822,814,1446,583,0,2065,329,948,534,692,0,494,686
44,0,211,187,121,127,0,563,234,133,131,218,2,519,55
45,0,2927,2958,3138,1637,5137,3136,1511,2406,2736,1299,8852,5229,1044
46,217,196,301,324,286,4,234,61,293,366,206,0,337,239
47,159,59,34,55,0,0,177,60,0,52,49,0,160,52
48,4098,0,1033,640,852,6,3186,1175,1488,969,1320,1,0,891
49,400,783,0,158,423,0,705,547,130,1246,172,0,1348,967
50,0,253,251,0,35,0,423,0,103,180,223,0,503,210
51,0,1676,2664,2607,2046,10149,5044,0,0,2923,2546,6988,2981,2453
52,139,290,0,19,164,0,438,159,230,0,267,0,633,327
53,160,0,63,0,50,0,132,62,41,80,0,0,224,63
54,3390,1031,1470,932,1207,13,4883,1152,845,1167,1278,6,4082,0
55,855,0,280,342,213,0,54,385,497,940,618,0,0,0
56,507,0,322,147,0,0,569,85,189,136,287,0,497,304
57,4179,2193,3122,2801,2804,7400,6662,1981,3187,2260,2676,3614,4390,2571
58,337,281,270,319,141,0,268,179,189,315,174,5,395,168
59,140,63,43,92,25,0,145,72,52,45,63,0,160,48
60,2641,0,974,891,1130,2,2643,954,930,613,1070,0,4198,1028
61,1386,649,612,398,261,0,0,373,205,280,707,0,0,354
62,422,224,138,165,208,5,499,32,0,162,222,4,484,43
63,4877,2171,3443,2380,2992,0,5475,1739,3108,2807,2675,0,0,1928
64,315,176,190,81,198,0,371,262,317,0,214,0,606,215
65,185,66,48,61,65,0,131,68,41,79,59,0,173,59
66,0,1105,1271,1079,898,3,3421,904,682,995,774,11,3196,1118
67,1309,682,461,1397,0,0,194,585,503,1468,93,0,1527,267
68,406,0,240,0,228,3,0,203,0,121,261,0,439,172
69,5464,3620,2429,2613,0,6859,3899,1466,0,2579,3857,8152,4147,1427
70,353,166,253,197,151,0,0,250,190,0,213,5,391,0
71,211,59,65,53,42,0,148,71,51,72,54,0,168,0
72,3951,0,1280,1057,1405,0,1050,1122,1011,906,1178,0,2968,0
73,1393,0,843,826,0,0,2711,1125,716,1003,432,0,541,341
74,554,194,174,0,216,0,388,168,134,159,0,5,503,262
75,0,1549,1875,3063,2486,5919,2360,2274,2897,2618,1067,979,2011,2181
76,230,183,251,223,331,8,106,0,295,390,178,5,539,238
77,174,48,54,59,36,0,218,49,58,38,54,0,0,56
78,3091,988,1137,678,1442,0,0,1123,805,1361,1729,0,3992,1004
79,723,898,385,559,0,0,1643,0,219,576,231,0,841,0
80,435,195,259,149,269,4,371,246,169,104,185,3,0,151
81,5312,1617,3249,2411,874,7934,6478,1639,4269,2758,3901,6081,3377,0
82,187,57,189,417,270,0,557,223,257,0,256,5,131,0
83,135,46,49,69,62,0,173,55,47,47,68,0,223,60
84,3500,1009,0,1198,873,6,0,1074,1171,1374,1338,7,4204,1116
85,0,671,579,1048,507,0,1226,1024,359,446,452,0,1358,688
86,591,205,189,156,341,7,410,281,323,152,202,1,408,193
87,3705,1165,3359,2957,1233,10472,2543,1220,2295,2034,1749,8419,4089,2995
88,511,194,238,481,280,7,115,135,157,234,48,4,245,234
89,159,48,58,54,61,0,0,57,42,44,0,0,177,45
90,4257,909,933,1057,938,0,3094,1022,615,1295,1250,6,3579,1235
91,0,7,437,308,543,0,557,624,647,579,0,0,0,884
92,455,184,227,0,135,0,394,121,151,130,0,0,561,141
93,0,1577,0,2297,2640,6851,2233,2262,2523,2909,3179,8526,2750,2703
94,413,237,129,276,197,0,407,199,288,205,0,0,162,290
95,192,69,60,70,49,0,218,65,57,62,53,0,168,0
96,2889,1113,0,961,1349,2,2206,1177,990,883,1352,0,3147,1359
97,1179,0,453,1289,166,0,1461,491,701,1134,654,0,646,0
98,416,230,132,147,79,1,515,135,72,91,565,2,527,280
99,6269,968,3975,2967,2455,5898,3246,0,2695,3193,0,5587,0,3351
100,361,161,321,152,106,0,412,74,263,0,294,0,458,253
101,191,52,75,70,45,0,204,54,53,0,72,0,194,55
102,3336,1083,1145,829,1252,0,0,1067,1112,1409,1377,18,0,1061
103,1788,0,729,1601,226,0,908,239,110,923,710,0,185,719
104,0,207,148,0,161,3,529,338,279,154,254,5,498,228
105,2768,3346,3086,2505,2849,5937,5145,2268,3511,2490,2300,3335,4560,1891
106,0,247,268,19,23,4,432,242,271,116,148,0,446,220
107,151,58,53,52,56,0,166,60,39,53,64,0,218,53
108,4271,1155,846,619,1228,5,2591,1206,1074,983,1248,0,2606,1092
109,0,1135,712,0,0,0,1569,480,591,1225,175,0,51,642
110,422,186,224,165,95,1,434,123,257,143,456,3,561,111
111,5746,2367,3626,2101,4163,12851,3501,1715,3223,2979,0,8643,6495,1880
112,196,374,396,19,186,8,371,286,171,276,194,0,497,72
113,107,48,45,60,46,0,212,47,48,60,0,0,250,52
114,2936,1106,995,928,1218,1,4136,931,1030,0,1411,0,2729,994
115,0,1277,830,0,821,0,2061,819,176,559,552,0,571,500
116,473,309,136,144,196,2,485,255,223,134,0,0,508,255
117,0,2673,2629,2635,3103,9616,6077,3366,0,2749,2998,7047,6265,3026
118,197,268,313,186,0,0,485,181,220,160,0,0,278,127
119,229,63,0,39,59,0,137,48,41,60,76,0,209,48
120,2660,1223,1159,1387,0,1,1929,0,1139,633,0,0,2953,972
121,0,1111,1093,1014,709,0,1332,0,671,580,1187,0,483,204
122,429,121,206,153,179,4,436,315,225,168,368,0,431,146
123,4049,2884,2724,0,2248,8533,3836,2747,2557,3125,3186,5784,5040,1712
124,319,267,327,68,112,0,236,187,183,0,219,0,201,308
125,224,57,0,74,0,0,152,63,36,53,53,0,232,52
126,3304,1056,1409,1146,1389,1,3907,1127,1390,942,1155,3,3970,1089
127,210,497,752,0,978,0,446,847,763,313,585,0,232,822
128,373,80,68,0,313,1,446,144,0,149,216,2,424,254
129,2117,2412,3059,2310,1089,2486,5778,3170,2586,2799,3037,4554,2779,2222
130,148,303,333,214,0,5,556,237,332,435,258,0,230,373
131,148,60,46,40,46,0,176,66,58,52,0,0,178,0
132,3353,1136,1217,1296,1155,8,2353,1058,1235,1054,1114,0,3377,0
133,1388,357,885,1249,881,0,1508,395,665,1065,608,0,2577,74
134,474,154,23,135,0,1,0,290,0,0,333,4,433,94
135,5895,2151,4070,2586,2720,0,4119,0,2152,2432,2199,6333,4486,2522
136,351,215,183,212,95,1,0,37,230,114,143,0,235,317
137,0,44,70,68,71,0,0,56,63,61,53,0,204,57
138,3907,1112,931,958,0,7,3637,904,1322,1266,0,0,2487,1155
139,1462,0,666,997,416,0,408,5,671,591,983,0,491,898
140,0,270,228,0,179,2,590,92,267,165,225,1,510,450
141,3237,1683,3704,0,584,6130,3049,2602,2952,2919,2909,0,2458,1544
142,184,186,263,275,322,3,445,188,257,372,220,1,721,190
143,214,71,42,69,57,0,0,59,71,87,50,0,181,63
144,3036,966,1102,754,921,0,2218,0,1212,0,1255,9,2975,1119
145,1766,0,828,376,693,0,1495,0,675,657,809,0,1639,557
146,388,0,284,140,323,0,451,212,172,0,265,2,476,5
147,3457,2604,2659,2136,2568,2093,4008,1157,1252,3057,4319,12019,2581,2074
148,286,183,32,399,226,1,413,117,450,115,0,0,137,105
149,0,61,51,47,51,0,194,40,59,54,74,0,0,50
150,4896,1076,893,630,1402,14,3494,1109,1430,0,1238,4,2494,1028
151,569,0,761,743,74,0,1522,1784,436,968,597,0,0,133
152,460,0,289,179,70,5,495,112,246,108,120,0,459,210
153,4664,2188,2591,3180,2687,0,3681,2316,3924,2986,2882,12085,4051,2621
154,0,175,273,263,223,3,83,312,203,391,245,3,161,174
155,0,65,37,52,64,0,226,53,57,0,55,0,190,55
156,2784,901,960,1110,1191,0,2273,1259,739,985,987,0,2088,0
157,1642,1056,535,0,387,0,2083,768,0,525,385,0,1296,1020
158,0,217,183,149,74,0,537,172,280,152,228,1,544,0
159,3289,1586,2530,2927,2243,0,5572,2050,3800,1983,0,3509,0,1806
160,230,76,335,0,207,2,471,211,125,0,168,0,58,305
161,164,53,69,67,58,0,193,53,0,62,72,0,231,66
162,3757,1093,935,1197,1327,10,3364,962,737,749,921,0,3605,1152
163,1517,960,748,440,669,0,304,0,554,379,515,0,1138,417
164,381,103,252,161,322,0,394,0,269,174,230,0,450,188
165,4092,0,3369,2683,2832,3151,3369,2820,2650,2803,2813,11002,4457,0
166,108,0,285,375,134,3,367,0,377,0,190,1,374,203
167,224,47,56,0,0,0,212,64,56,56,64,0,173,66
168,3465,996,0,0,932,0,2540,1078,1395,918,1053,0,3139,1194
169,898,332,522,248,0,0,0,1270,751,422,0,0,1871,745
