N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,1191,1875,0,1016,744,0,2045,340,23,1168,682,0,901,1030
8,365,140,186,166,178,0,0,0,163,132,177,4,412,0
9,3628,3025,3333,2779,2379,5858,6074,2791,3468,2197,2246,2775,5623,2272
10,450,263,183,142,198,0,381,164,132,7,156,10,437,237
11,137,49,51,58,48,0,217,64,56,51,46,0,226,50
12,4958,0,0,939,1340,19,2747,1177,1085,1305,953,0,2490,0
13,2353,164,0,0,807,0,648,790,147,639,405,0,0,0
14,552,189,183,143,374,0,548,266,248,151,301,2,366,443
15,4892,2368,2252,2627,2752,1798,4463,0,2217,2636,1680,7421,5223,3532
16,55,370,243,280,145,0,238,266,250,227,157,3,213,168
17,165,60,78,66,53,0,0,63,53,70,49,0,135,56
18,2348,1039,933,1287,1042,0,3247,1169,1254,1336,1186,13,3564,988
19,1686,741,704,747,304,0,754,330,259,1566,875,0,1808,242
20,531,0,166,140,329,4,517,114,271,155,179,0,428,175
21,5258,1735,2385,2598,816,2071,5810,1865,2866,2774,2407,8246,4184,1558
22,69,287,368,298,180,0,461,289,199,386,229,3,435,196
23,185,67,50,66,50,0,182,54,65,54,58,0,216,68
24,4226,1146,1229,843,1164,0,2366,881,0,859,991,5,1905,1149
25,0,0,0,0,670,0,684,821,704,218,371,0,725,1208
26,0,131,230,137,255,0,528,103,153,123,142,2,497,245
27,3148,2614,2510,2663,1739,8634,3152,3219,2433,0,4395,6921,4760,3181
28,150,186,402,374,138,3,0,295,256,197,145,4,451,107
29,142,55,0,54,67,0,186,0,29,0,0,0,172,49
30,0,1028,1175,1020,1152,0,3702,0,1020,1125,1011,0,2984,1106
31,0,1676,480,1241,271,0,1522,13,540,1157,593,0,0,0
32,537,158,125,145,104,2,403,79,0,159,136,1,484,224
33,3138,2562,3683,2600,0,7402,2209,1716,3085,2843,1868,968,0,1709
34,127,271,294,150,197,4,49,189,340,189,166,3,398,372
35,142,64,62,67,47,0,0,57,51,47,37,0,161,0
36,1813,1150,1101,1099,1253,4,2501,978,980,977,1462,0,3081,1190
37,1428,0,650,0,569,0,0,0,792,1268,540,0,1010,1308
38,484,262,149,149,223,5,481,0,186,82,200,2,0,206
39,7549,643,1624,2951,2699,4724,5152,2760,3159,3077,3223,12206,0,1503
40,455,227,0,0,153,0,0,323,184,107,156,5,466,0
41,175,54,48,71,67,0,210,67,59,77,54,0,181,63
42,3090,940,847,1011,1065,0,2508,1011,800,859,1363,0,3084,0
43,731,265,759,0,114,0,2307,227,322,1223,414,0,816,853
44,393,245,286,204,206,0,417,262,202,156,241,0,0,202
45,3806,2616,3031,3058,0,0,3884,1658,0,2728,536,11725,3984,2415
46,437,135,292,320,123,1,0,202,137,61,274,0,0,318
47,184,69,0,39,53,0,176,56,59,56,62,0,0,55
48,3752,1062,735,889,848,0,2807,862,1191,926,1326,8,0,918
49,0,655,107,1061,495,0,0,473,565,1403,0,0,2045,0
50,422,339,144,134,88,1,487,234,251,165,0,2,483,173
51,3314,1194,1295,2483,2334,3808,5246,3315,3649,2569,2110,8981,4514,2782
52,422,311,271,280,265,0,303,0,331,310,284,0,243,327
53,144,0,57,0,57,0,218,65,49,72,54,0,0,62
54,4001,1085,1377,0,1129,1,3786,1069,977,1074,1320,4,5014,992
55,493,1056,361,761,538,0,1291,499,0,0,0,0,855,427
56,494,122,203,133,196,0,537,118,162,151,216,2,556,0
57,2793,1783,2581,2166,2860,3381,3449,1173,0,2886,1892,6707,5055,2784
58,192,179,158,0,0,1,232,192,0,262,108,2,182,0
59,173,60,69,68,0,0,186,55,44,71,39,0,145,55
60,2277,1079,1021,992,0,1,3720,1165,1078,967,1338,8,3201,1139
61,275,488,604,480,419,0,2171,1221,444,385,907,0,974,427
62,495,130,136,97,378,3,355,271,117,126,312,2,380,0
63,1883,2816,2903,2797,4237,3938,0,2183,3261,0,1215,7593,4775,2595
64,191,165,208,0,190,6,270,205,260,0,240,2,0,118
65,237,47,62,81,52,0,177,67,0,58,63,0,229,52
66,3576,1142,1102,820,929,0,2313,1159,1417,876,1109,11,3648,1121
67,1187,1010,246,879,384,0,1664,583,756,1189,412,0,0,0
68,407,220,232,119,218,0,445,25,180,126,375,0,379,0
69,1627,2108,2926,2997,1893,1221,4338,0,2674,0,2502,1987,5260,2549
70,486,152,285,266,213,1,353,168,235,203,306,3,172,161
71,198,60,0,63,41,0,133,57,55,48,60,0,0,59
72,2922,1222,1277,1235,1401,6,4370,1000,938,956,1380,0,4110,1064
73,1337,0,959,576,677,0,566,784,536,1620,842,0,1608,610
74,0,284,309,115,371,2,375,278,286,173,167,0,439,116
75,2431,2997,2622,0,2763,3037,4538,1977,2876,0,2646,8061,3041,2483
76,489,450,348,338,168,2,5,283,244,279,217,3,515,158
77,187,52,62,60,53,0,181,51,63,66,59,0,153,0
78,4171,1140,635,926,1602,1,4653,0,1228,928,1118,0,4697,940
79,1200,970,723,2136,716,0,1900,1052,626,736,0,0,1680,582
80,548,247,197,0,532,0,471,194,136,172,251,0,539,137
81,2018,2700,2179,2564,4714,7037,4290,1179,1963,2549,1755,11566,4788,1645
82,454,159,242,337,0,0,498,161,285,91,377,2,328,0
83,237,76,58,60,69,0,174,50,46,61,0,0,208,0
84,3151,1159,1128,1370,1319,0,3032,1120,762,1342,956,1,3450,1164
85,1037,740,991,1139,0,0,1611,0,484,1582,356,0,1795,0
86,455,273,250,130,203,2,451,305,163,123,181,1,444,145
87,2561,2074,3048,3015,0,4666,3738,1693,2872,3115,3841,1436,2455,1953
88,262,0,178,0,173,4,0,147,193,343,277,0,221,153
89,198,57,58,0,62,0,0,58,73,70,45,0,0,57
90,3121,1010,819,1247,948,12,3009,1252,1273,0,1096,8,4021,1019
91,2856,0,555,1178,524,0,1742,843,868,1564,0,0,2433,1086
92,475,200,144,129,433,1,0,247,338,138,321,0,0,163
93,0,2255,1660,2996,3806,7147,4987,3149,2649,0,0,9039,4715,1542
94,0,0,210,399,0,0,207,206,264,361,0,1,259,70
95,160,58,73,71,56,0,170,56,45,78,52,0,188,66
96,4684,1195,0,0,1243,0,3479,1200,768,1176,1193,4,0,1035
97,1952,421,762,477,711,0,899,925,442,820,445,0,1087,1120
98,470,264,55,122,48,2,574,84,259,0,180,0,0,257
99,3581,2056,2333,0,937,11911,2782,1410,3006,2102,1883,6800,5265,1386
100,427,359,187,169,262,0,454,249,351,166,270,3,124,166
101,166,49,54,0,52,0,191,62,45,73,70,0,224,65
102,3543,1025,1129,1528,939,0,3269,913,0,971,1203,0,5618,1125
103,2252,0,994,1015,163,0,363,1077,0,1405,866,0,956,247
104,400,188,80,150,0,1,0,76,161,208,411,0,375,401
105,3083,1707,2417,2932,1908,3111,5781,3631,2747,2895,772,9154,2369,2263
106,149,269,206,277,294,0,473,259,0,427,261,0,97,278
107,198,58,56,67,57,0,145,48,0,72,66,0,195,0
108,2936,1315,1446,1023,1376,0,0,1012,1310,977,1275,1,4192,1141
109,2990,310,611,938,278,0,0,770,865,271,935,0,0,0
110,458,337,267,186,207,0,350,162,263,118,351,0,590,180
111,5919,2638,2743,3001,2880,7330,3346,2090,0,3308,0,0,3076,2148
112,464,246,330,134,183,0,378,52,225,314,0,0,191,0
113,146,64,65,71,56,0,206,49,46,59,50,0,155,49
114,3165,1134,585,1014,1031,0,3019,1210,1184,1197,1443,10,4341,999
115,1883,591,930,0,998,0,634,0,851,646,516,0,2405,638
116,520,149,162,103,122,2,491,86,197,112,330,1,408,164
117,5389,2283,2358,0,2148,8614,4278,2792,3455,3195,1323,5953,1791,3062
118,322,177,285,395,165,3,519,265,61,125,195,0,258,203
119,159,57,0,53,0,0,209,59,69,74,53,0,182,66
120,2329,1094,983,1043,0,0,2142,1070,1466,973,1134,1,2928,1017
121,1351,268,520,577,1002,0,360,438,775,1338,718,0,153,127
122,427,294,200,120,136,0,486,257,194,146,278,0,0,195
123,4463,2596,0,3265,2949,6182,4497,2305,3350,2728,3650,7654,1506,832
124,472,163,309,0,274,0,328,214,181,0,148,0,447,271
125,179,55,43,75,46,0,126,67,41,37,57,0,167,47
126,3194,1100,1129,999,1115,0,3872,1047,739,1574,764,5,3428,1001
127,1107,587,706,497,588,0,367,859,735,1299,0,0,872,326
128,528,178,252,101,246,2,420,48,220,105,293,0,463,142
129,5870,2420,2331,2610,1528,5484,4759,1818,3222,2388,4281,6630,1970,1339
130,451,285,283,0,314,4,587,309,74,568,138,5,536,298
131,189,0,49,52,62,0,159,55,65,36,66,0,174,65
132,2569,1081,1361,985,1276,1,4478,984,1025,674,1148,16,4923,1018
133,1621,844,0,688,668,0,0,208,740,15,918,0,1017,0
134,348,116,214,163,190,0,443,240,255,108,170,2,496,107
135,4147,0,1450,2665,3097,4220,3936,0,3368,2783,3693,2891,4945,2068
136,390,0,132,170,290,0,245,112,128,226,263,6,311,85
137,166,56,0,46,0,0,172,54,69,70,57,0,153,63
138,3361,955,1179,1290,882,0,3212,1025,1213,0,1309,0,3354,1146
139,0,815,363,1911,264,0,933,567,541,682,300,0,1127,0
140,0,0,196,145,140,2,413,350,206,0,315,0,501,280
141,5515,1680,3923,3158,2472,3043,3268,2282,3626,3175,2529,8647,7373,1621
142,758,344,192,79,149,0,231,257,253,134,267,0,395,217
143,166,0,46,70,60,0,194,62,60,59,58,0,193,64
144,3225,0,0,896,1122,0,4865,1110,1046,806,917,3,3149,0
145,1918,621,0,487,889,0,1047,693,521,967,145,0,314,0
146,508,169,198,101,344,0,457,0,0,179,0,0,0,345
147,4677,2443,4208,2827,1510,8754,3566,2213,2612,3002,3212,8939,5513,0
148,0,156,210,0,197,4,157,55,333,203,252,0,370,79
149,165,59,35,56,49,0,215,64,61,70,43,0,200,49
150,2632,994,0,1431,0,1,4407,1038,0,989,1036,1,4036,1219
151,0,303,516,976,364,0,0,549,961,0,640,0,1602,0
152,504,283,194,140,0,0,419,208,246,0,160,4,421,0
153,4160,1293,3055,3167,1229,7919,3686,2526,2487,3078,0,0,4282,2278
154,463,0,317,364,254,7,239,145,159,167,148,0,217,118
155,238,42,54,57,58,0,193,53,57,62,47,0,173,54
156,3177,918,680,1001,1105,1,3065,1124,919,823,1216,7,3453,1012
157,668,422,103,668,242,0,1498,648,323,1170,142,0,1862,1040
158,601,99,217,150,230,5,432,175,231,154,435,0,0,0
159,4288,1459,2601,0,2814,9648,5221,1835,3123,2451,3193,5332,0,1877
160,580,355,264,152,0,0,358,255,253,231,160,3,258,248
161,0,0,37,64,57,0,150,68,48,55,51,0,182,60
162,3452,1025,1094,1155,0,0,2736,1128,1205,797,1289,0,3784,1215
163,942,124,854,491,804,0,1374,595,605,213,589,0,1011,475
164,0,168,220,120,127,0,487,108,177,117,61,0,384,0
165,4096,3265,2726,2811,0,9453,4860,0,3186,2745,3546,9133,5547,2082
166,588,111,210,270,0,3,185,261,338,246,180,3,346,172
167,147,55,50,58,50,0,179,51,71,81,48,0,0,65
168,1640,1216,843,0,1142,0,3384,1145,969,1586,1137,0,2577,1077
