N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,2291,163,586,1241,559,0,1828,407,256,1227,35,0,1678,468
8,0,110,0,120,152,4,424,139,251,159,272,1,0,0
9,3786,2503,1978,2903,5108,8424,1596,2478,2456,2466,3565,7516,8650,3347
10,378,244,204,99,241,0,383,113,215,119,0,1,0,192
11,184,55,0,56,0,0,176,78,51,51,43,0,0,56
12,3338,1112,912,1084,1027,0,3275,1034,948,1026,1079,13,4285,1096
13,393,204,693,1061,535,0,1066,406,0,1486,493,0,1034,564
14,485,94,161,129,0,0,390,195,223,81,188,2,470,97
15,3353,630,1953,2892,2847,8276,0,1737,2215,2514,3898,7297,0,2861
16,195,347,74,0,266,0,240,197,0,399,164,0,499,102
17,210,65,82,40,53,0,218,61,48,66,73,0,177,59
18,2738,1036,0,952,867,3,3086,1150,972,1054,0,0,2437,1049
19,1561,1219,267,0,467,0,1588,934,556,867,487,0,1170,741
20,413,143,225,150,279,3,442,32,0,102,163,0,519,266
21,0,2160,2393,0,4251,7024,7093,1566,0,2868,3980,3736,5476,2509
22,330,318,233,217,299,0,430,240,245,472,178,0,275,344
23,189,52,42,66,41,0,145,65,51,71,60,0,189,55
24,2079,974,1127,896,0,0,1746,881,809,0,1079,0,3065,0
25,0,819,389,885,361,0,1284,603,633,579,730,0,1114,1075
26,0,276,109,126,197,0,571,185,311,184,154,0,556,0
27,2496,3044,1937,2564,3033,3696,2748,1995,2875,0,1734,9746,4214,0
28,311,407,122,0,149,2,447,206,194,0,210,0,507,203
29,181,57,53,43,45,0,203,66,55,45,43,0,165,58
30,2266,1030,1527,907,1174,7,2482,1171,1266,961,1102,13,2152,992
31,503,658,682,0,512,0,1688,0,664,0,183,0,0,0
32,577,102,232,0,210,0,487,354,152,0,281,0,520,0
33,3042,1285,2574,2387,2847,8923,5129,1853,2033,2624,1744,6339,5067,2023
34,337,191,175,275,165,0,340,216,351,555,0,6,197,319
35,162,65,64,65,59,0,159,48,54,53,55,0,189,49
36,2654,1158,1206,987,1403,0,3023,1156,0,0,1144,11,2206,931
37,1027,0,550,485,647,0,1490,580,919,398,657,0,751,517
38,459,379,0,184,129,1,486,236,0,122,375,1,515,184
39,3159,2997,3084,2872,1840,7393,4685,2883,1757,0,2789,9219,1454,2674
40,496,236,0,0,369,6,288,311,219,117,185,3,263,158
41,170,41,54,55,46,0,165,50,60,41,47,0,181,54
42,2969,1014,0,1005,1032,13,2285,1048,1105,766,1327,2,1714,994
43,0,623,717,569,302,0,1455,484,612,0,371,0,1142,1029
44,557,214,195,89,269,0,552,336,211,139,0,1,411,322
45,2908,2041,2654,2971,3682,7539,3105,3270,2674,3026,3389,5362,3898,3000
46,458,320,0,57,100,0,396,96,360,255,135,0,304,104
47,174,70,39,62,59,0,161,64,68,70,64,0,192,58
48,0,852,707,1363,1170,0,3433,1157,943,894,1259,7,2946,1061
49,656,509,0,437,598,0,0,150,721,0,822,0,1892,79
50,411,105,150,123,153,2,452,126,267,108,223,0,473,28
51,0,1485,2828,2687,960,9355,0,2467,2651,3117,0,0,7011,1843
52,267,95,264,0,124,1,437,114,365,199,7,0,375,220
53,149,54,65,61,56,0,187,57,43,56,51,0,173,0
54,3074,1191,1276,1323,1181,1,2653,1083,907,1279,1415,3,4922,1115
55,874,0,1001,1140,489,0,1183,1066,396,527,1012,0,1649,890
56,408,0,0,196,129,0,368,158,303,155,0,0,419,285
57,4402,960,2707,0,2191,8019,3043,1266,0,3050,2977,2935,3792,3133
58,269,190,245,212,156,1,119,211,351,409,170,4,164,0
59,216,61,46,43,50,0,189,0,50,68,64,0,153,61
60,3251,1053,1349,0,1156,5,3735,1041,0,0,1008,10,3051,1252
61,0,906,892,791,185,0,0,0,337,0,229,0,747,61
62,363,272,179,158,146,0,352,32,88,155,310,0,489,164
63,4720,1783,3029,2871,3077,14203,4898,1311,2003,0,0,14486,2466,1987
64,352,302,31,74,270,1,239,216,148,112,185,4,565,247
65,0,61,44,63,77,0,159,57,50,77,64,0,131,39
66,3820,1070,1379,1285,0,4,5188,1177,1070,848,1329,0,3113,0
67,2136,0,905,418,547,0,1146,585,86,1389,0,0,1200,0
68,512,259,221,132,281,0,528,167,0,156,197,2,400,80
69,2603,0,1241,3261,4204,3853,5321,2763,2136,3321,1723,4212,3353,2882
70,311,177,74,206,75,0,217,342,262,104,155,0,168,158
71,194,53,58,81,46,0,0,60,0,46,0,0,190,57
72,2995,1110,1004,0,1268,0,3035,1054,1087,1158,1343,0,3332,1099
73,434,508,572,1296,409,0,2601,0,665,1082,318,0,1884,1269
74,532,98,211,130,162,0,509,227,189,103,390,4,581,123
75,3911,2930,2094,3001,3464,9906,1404,2006,1935,0,2722,9535,1662,840
76,279,371,352,478,257,1,537,282,62,141,163,2,0,134
77,170,56,47,52,71,0,0,61,34,67,58,0,164,74
78,3073,0,930,1646,752,12,2488,1189,1511,0,1493,0,3031,1111
79,340,534,579,986,337,0,0,580,631,1253,605,0,0,151
80,502,174,169,109,225,1,499,137,126,101,397,1,572,375
81,0,2337,2763,0,3950,8661,0,2884,0,2934,3304,9005,3007,3270
82,293,0,290,228,199,2,425,154,253,0,88,5,434,156
83,101,72,53,91,67,0,190,49,57,61,51,0,234,0
84,4085,1163,972,924,1266,0,2935,1055,836,1137,960,7,2923,1157
85,1370,574,330,213,558,0,882,0,0,649,614,0,1178,853
86,451,273,211,149,0,0,460,269,157,146,63,0,453,0
87,0,1661,2386,2568,3469,6441,3332,0,3006,2765,4348,7940,5865,2709
88,0,300,270,98,162,4,397,218,87,534,141,5,351,350
89,170,47,64,52,64,0,205,0,53,77,0,0,191,48
90,3143,0,1023,918,1102,0,0,957,1275,896,1310,4,4252,1046
91,0,268,831,0,368,0,2029,276,352,790,696,0,0,511
92,435,308,279,138,0,2,392,286,92,139,206,0,401,0
93,2244,2475,2926,2683,3595,7583,4677,2326,2520,3122,1523,9508,2176,0
94,491,138,104,466,0,4,0,200,291,273,161,0,622,257
95,201,67,74,0,51,0,174,63,55,83,59,0,152,50
96,4900,1045,1184,796,1346,1,1774,1065,0,700,0,7,1718,1040
97,1806,1019,597,480,551,0,2284,920,0,1475,888,0,1021,1319
98,396,244,243,122,391,1,519,301,125,169,210,0,475,226
99,4532,0,3640,2937,2869,14752,3469,1061,4588,2603,3697,12590,5058,2717
100,427,47,188,72,0,3,327,340,269,152,176,0,0,238
101,188,53,48,89,42,0,0,65,59,63,59,0,193,58
102,2663,1166,1052,802,1088,5,4305,936,853,1231,0,10,1814,993
103,478,0,525,1097,630,0,0,38,834,0,251,0,691,958
104,516,218,193,199,229,0,402,155,222,186,0,4,518,0
105,2104,2468,3421,2798,1564,7455,0,3091,2763,2712,3355,6569,4142,1845
106,442,227,216,375,129,0,405,194,277,142,213,3,274,208
107,189,50,58,72,49,0,201,57,52,58,70,0,0,59
108,2199,982,1116,995,1218,1,3680,1281,1182,930,1162,16,3681,1052
109,1616,0,632,1399,294,0,0,718,714,64,386,0,529,0
110,453,197,106,161,321,0,0,173,264,170,195,3,0,183
111,0,2438,0,2631,3513,9257,5546,1593,3068,3459,0,0,4110,2897
112,0,221,264,370,313,0,194,253,144,364,88,0,388,132
113,180,51,45,41,67,0,171,0,47,55,54,0,216,48
114,3929,987,1248,992,1138,0,2656,0,1232,1169,1195,4,3610,1163
115,274,1217,210,1001,225,0,1465,0,1109,508,797,0,0,539
116,487,277,131,158,140,0,524,220,233,0,285,5,516,0
117,4554,1428,2561,2470,4671,5755,4581,2466,1788,3086,2757,4601,0,0
118,0,0,361,233,139,0,77,307,118,336,181,1,370,116
119,210,63,0,68,0,0,166,57,47,69,67,0,200,56
120,2525,1103,866,1159,0,0,4518,1084,990,1223,1128,0,1970,1075
121,1764,462,463,1181,260,0,1247,1094,585,1120,301,0,0,566
122,496,195,234,150,231,2,388,234,243,138,203,0,617,105
123,3948,2388,3793,2779,1885,6721,6965,0,2857,2824,2091,5216,4792,1984
124,232,248,230,257,165,0,302,284,237,136,56,0,278,137
125,207,53,42,58,66,0,123,53,48,63,69,0,149,59
126,2357,925,1083,683,1264,0,4367,1100,1192,889,1149,6,2912,0
127,1151,830,736,0,1022,0,1337,215,792,1357,36,0,2097,478
128,378,112,192,133,320,0,0,99,85,0,273,1,485,52
129,0,1284,2078,3007,2512,8405,5499,1813,2427,1979,1701,5965,4380,1885
130,285,356,209,228,481,4,259,162,371,342,65,0,0,283
131,194,61,47,59,52,0,158,56,52,59,48,0,147,56
132,2109,1065,996,1057,1539,5,4073,1055,1319,939,1032,7,1628,1096
133,1491,777,727,1307,427,0,1639,685,0,1051,560,0,0,56
134,364,0,359,203,0,0,416,183,148,147,0,5,468,0
135,3860,2218,2157,2807,1667,5372,3070,3598,2579,2849,2544,10683,5497,2197
136,369,149,0,146,288,0,337,105,245,479,167,0,450,153
137,0,61,34,52,50,0,155,53,72,87,40,0,178,0
138,2354,952,880,958,1437,0,5178,1083,882,1222,1397,0,3847,1261
139,470,352,1135,1107,747,0,924,221,678,883,515,0,945,991
140,484,163,118,96,139,2,498,216,227,169,309,0,467,302
141,0,3030,0,3031,933,11849,2620,1961,3211,2890,2631,10471,4639,3207
142,538,0,292,131,133,0,334,194,155,0,224,0,272,296
143,191,0,40,0,49,0,192,45,48,52,61,0,219,58
144,3088,966,740,762,1014,0,3199,1218,1079,1034,1186,5,2930,1236
145,662,0,699,0,0,0,0,560,869,193,524,0,0,232
146,502,106,130,149,345,1,491,137,168,134,86,2,353,316
147,3158,2548,3334,2561,3430,7998,0,1545,0,2901,4025,0,5421,2349
148,213,186,358,409,329,0,500,308,102,0,200,2,253,205
149,182,53,50,79,59,0,158,45,56,46,62,0,217,65
150,3691,1204,1200,1102,932,11,2554,734,0,1145,1730,2,1979,1296
151,183,775,983,923,518,0,0,1046,675,1458,464,0,167,1367
152,480,99,166,85,279,0,0,334,161,182,181,0,0,313
153,5436,2376,3347,3029,2726,0,2997,2513,2677,3110,3237,9820,935,2088
154,0,187,0,105,112,4,630,285,230,203,0,0,191,262
155,229,56,66,49,56,0,154,55,55,62,62,0,202,59
156,3499,1107,968,1269,1117,4,3795,1041,0,740,1365,6,2014,939
157,104,0,771,1058,0,0,1545,0,668,1412,218,0,574,0
158,459,232,324,140,299,0,554,138,265,190,76,0,547,168
159,5863,2010,2843,2614,2883,8857,6246,1839,2405,2747,3440,9052,1168,2504
160,392,120,178,122,104,1,286,172,0,243,187,2,0,164
161,186,47,62,59,60,0,238,60,43,51,55,0,166,54
162,4117,0,949,852,1129,3,2239,1115,1125,538,1259,4,4569,1182
163,1163,0,419,1632,1226,0,1534,402,0,503,479,0,0,438
164,421,144,217,122,190,0,0,159,145,0,309,0,472,229
165,0,2848,2488,2849,2628,8953,4729,2196,0,2950,3170,1641,5457,2236
166,329,37,171,223,218,0,332,189,154,85,78,0,224,169
167,0,57,43,48,46,0,155,58,48,77,0,0,182,62
168,3042,1114,1223,987,1335,0,3396,942,1085,1367,1431,3,4117,1077
