N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,664,1434,686,0,0,0,2677,604,0,1627,787,0,0,834
8,0,121,187,113,0,3,489,160,269,170,0,0,498,128
9,1066,2154,0,2416,3214,940,5990,1591,2649,2683,1297,5832,4142,1769
10,518,169,308,0,174,3,267,0,108,141,230,9,18,154
11,178,44,62,69,0,0,149,49,55,46,45,0,203,51
12,2092,1138,0,847,830,0,0,0,1120,973,1205,14,4444,1063
13,1525,895,940,828,930,0,805,546,566,1803,591,0,849,242
14,363,317,154,161,467,3,530,0,123,171,300,6,487,175
15,2720,1332,3875,3187,0,10162,6674,1826,4035,2987,1093,4827,4932,934
16,400,109,111,62,206,2,287,219,327,0,93,1,145,89
17,219,62,55,72,58,0,144,48,0,57,57,0,0,56
18,3738,1047,955,712,1562,0,3125,1038,1139,0,1216,0,2691,0
19,1589,608,753,1768,669,0,629,940,645,0,412,0,328,525
20,458,91,235,0,170,0,370,249,192,150,133,2,551,191
21,2799,2190,1623,2814,2528,4003,5308,1493,0,2687,2094,8612,4333,1667
22,383,0,133,244,142,0,0,141,383,173,78,0,270,301
23,156,60,58,75,69,0,152,54,0,51,39,0,155,49
24,3377,0,1233,1145,1252,7,3373,958,1054,1010,1282,0,0,1105
25,1175,686,319,553,0,0,82,0,692,639,473,0,1248,714
26,408,187,173,127,253,2,485,231,237,123,146,0,560,0
27,7372,2011,2571,2537,3239,0,1922,1543,2568,2395,2903,8924,5830,1645
28,231,273,238,434,233,0,315,351,311,206,249,1,0,225
29,103,53,53,75,43,0,176,57,62,0,59,0,176,42
30,1825,1000,849,1121,0,5,4149,959,823,1179,1268,9,3072,1069
31,1587,576,454,1050,246,0,973,335,387,0,0,0,0,938
32,0,124,221,135,302,0,416,209,137,112,488,0,356,212
33,6423,1953,3484,3304,3673,7334,5439,0,1874,2794,2325,9548,5797,2982
34,256,250,198,0,0,1,105,302,423,314,175,7,495,274
35,157,60,0,52,53,0,180,58,46,87,52,0,154,59
36,2071,990,987,1122,1295,8,2336,1110,984,0,1245,0,0,1241
37,1741,1171,478,441,818,0,843,0,540,629,776,0,2658,295
38,426,178,211,166,0,3,518,161,0,181,296,0,446,108
39,5688,1224,2388,3413,2474,63,4744,0,3154,2776,2521,4329,6075,1477
40,628,239,353,207,298,0,328,278,258,253,68,0,515,87
41,126,57,54,67,0,0,207,62,47,42,42,0,0,50
42,2794,1100,1043,1037,0,0,2472,1135,989,1290,1428,9,0,947
43,105,0,0,125,850,0,1098,664,428,325,660,0,1671,905
44,501,0,214,199,213,0,569,0,206,144,207,0,456,402
45,705,0,2684,2677,2101,7278,1608,2779,3513,2723,1651,3492,4716,1699
46,644,221,0,181,328,0,423,273,304,471,299,4,319,201
47,167,58,55,69,45,0,162,53,74,0,51,0,141,0
48,2858,1078,1369,633,1351,0,0,1136,1087,1010,1109,8,3516,1229
49,1801,824,0,1674,538,0,68,411,582,770,591,0,1427,467
50,469,0,183,172,138,0,424,278,307,141,0,2,540,366
51,0,2004,3097,2793,2888,3226,0,3154,2544,2787,3029,0,1763,1103
52,565,0,117,319,265,0,398,280,128,381,213,0,295,185
53,134,0,64,43,0,0,184,50,0,59,65,0,165,57
54,4224,1021,1369,1465,0,0,5248,1093,1203,824,1327,10,3626,1246
55,0,547,485,1077,818,0,624,290,723,737,561,0,2425,1073
56,396,245,121,170,166,2,552,175,0,89,235,0,348,57
57,5495,762,0,2746,699,6390,998,2356,2045,3013,2236,9163,0,1705
58,304,60,95,293,184,1,203,230,329,70,279,0,39,0
59,213,54,64,59,57,0,220,62,60,57,0,0,174,56
60,4282,1073,1217,940,1298,3,3806,0,1201,887,1091,4,0,1223
61,1261,0,770,1254,337,0,1263,236,441,899,586,0,1714,1019
62,461,197,140,134,283,1,542,248,140,144,33,2,471,7
63,2625,1414,2202,2663,1294,9519,5667,2424,2204,2982,1815,5645,5841,1504
64,434,72,308,36,0,2,540,291,137,240,183,0,277,234
65,141,59,51,72,55,0,182,59,35,76,45,0,149,58
66,4005,1102,1093,0,1239,0,1732,1145,1133,0,1221,12,0,0
67,1786,0,477,974,246,0,1349,0,684,0,574,0,1307,695
68,481,0,0,143,346,0,0,150,305,166,385,0,382,0
69,0,2200,3495,2400,2782,4488,4814,2773,2344,2774,3470,6353,5740,3528
70,290,114,223,204,168,3,472,181,188,270,243,6,303,289
71,142,59,70,62,61,0,200,51,40,64,61,0,149,63
72,1857,1315,1194,992,0,0,3981,1210,1225,1334,0,0,2303,1087
73,1837,100,533,0,771,0,0,774,57,1164,615,0,2656,413
74,526,175,0,159,190,0,565,146,176,143,241,1,567,184
75,4557,2868,3817,2808,2513,8789,5363,1932,2827,2686,3002,5603,2970,1469
76,38,238,244,92,264,0,407,249,169,22,374,4,234,172
77,162,51,28,72,50,0,125,53,70,52,50,0,199,60
78,4420,1030,1205,894,1262,0,2891,0,1093,835,1283,7,2877,1210
79,1427,754,284,17,446,0,1027,172,728,0,326,0,141,272
80,469,266,231,140,188,0,435,0,142,124,193,4,532,233
81,1640,0,2685,2892,1733,6552,3598,2431,2619,2545,2362,10063,4254,2527
82,100,236,328,61,257,6,481,0,276,191,259,1,18,40
83,150,0,61,44,0,0,188,58,70,68,38,0,165,64
84,2838,1001,894,734,1469,9,2853,1053,891,1272,1250,15,3581,0
85,2600,86,589,482,756,0,161,350,814,1110,267,0,2366,0
86,426,317,188,115,338,0,442,214,198,159,0,1,482,164
87,3164,2737,0,2384,1411,0,0,2052,2213,2784,2502,9563,3026,2429
88,309,161,227,232,107,2,168,0,0,281,247,1,411,104
89,206,60,0,60,57,0,237,60,64,61,61,0,157,55
90,2972,967,997,1076,1133,5,2049,1233,1019,729,1360,0,2095,826
91,1271,506,489,419,454,0,1271,660,0,0,959,0,2115,378
92,475,103,168,178,115,0,432,119,147,126,195,4,607,157
93,0,0,3542,2368,2088,7989,0,1244,3540,2822,1471,4041,2351,2543
94,293,379,141,372,188,0,166,323,347,0,97,7,285,0
95,225,52,71,67,63,0,215,59,58,61,58,0,143,67
96,0,1207,1273,1175,1106,0,4337,906,765,887,1194,5,4522,1081
97,842,316,733,1271,218,0,1113,607,610,1170,466,0,1017,0
98,505,305,171,142,158,2,0,0,252,0,0,0,336,243
99,4108,1595,4362,2724,2916,8804,5274,2872,3269,2884,2847,8483,2335,2670
100,368,162,187,222,115,7,479,70,0,375,122,0,437,177
101,170,63,55,59,64,0,153,45,50,0,0,0,148,0
102,2735,1177,922,1226,1202,2,2985,955,1151,1250,0,2,1769,0
103,1127,0,1021,598,258,0,617,474,442,1064,0,0,267,0
104,0,138,311,145,464,4,490,329,186,151,306,1,430,167
105,2815,2147,2650,2566,2592,8151,4467,4063,1854,2503,2239,9827,0,3262
106,429,13,281,321,143,1,143,124,333,452,128,8,440,270
107,174,59,0,67,49,0,194,0,75,62,0,0,210,69
108,3411,1096,1206,783,1152,7,3885,983,556,1280,1126,11,1509,1033
109,426,1237,278,1332,602,0,830,0,760,0,0,0,719,782
110,453,300,147,0,64,2,542,0,156,127,287,5,400,257
111,4476,1783,3259,2208,4032,0,5247,1458,0,2655,1582,8307,2385,1921
112,223,48,0,0,253,0,316,212,212,56,151,0,0,228
113,135,57,40,58,58,0,0,68,57,58,0,0,196,59
114,3590,1153,1106,960,1064,0,2868,1091,1005,926,1145,1,2190,0
115,954,1156,648,268,542,0,0,1049,696,415,0,0,1326,717
116,545,0,243,157,353,0,394,196,189,152,274,4,0,227
117,5500,2202,2747,2510,2236,2585,5089,3370,2881,0,0,5114,0,2866
118,601,294,355,63,236,2,617,282,193,39,308,0,411,301
119,221,0,67,0,53,0,0,72,65,48,61,0,169,65
120,4632,1217,1218,868,1143,6,3714,1047,1089,1109,1341,0,3609,1052
121,1681,908,592,310,665,0,0,0,684,1533,574,0,1415,89
122,505,314,0,153,368,0,524,0,145,189,247,0,477,171
123,2357,1674,3734,3212,4172,8134,4346,3213,0,0,1857,4168,0,2763
124,167,392,301,105,154,0,336,177,294,98,229,0,287,205
125,195,68,46,67,63,0,160,63,0,66,66,0,195,54
126,3693,995,964,924,1054,4,3136,1131,1305,640,1341,6,3563,1112
127,345,444,98,447,423,0,1201,532,1010,130,338,0,1526,378
128,466,364,243,102,478,0,396,0,130,177,446,3,462,230
129,4693,0,2248,3082,2852,7051,4303,1650,0,2341,3470,7852,5051,1435
130,383,116,308,226,201,6,0,393,261,68,173,0,139,331
131,0,50,49,75,60,0,217,56,0,65,0,0,177,49
132,4213,1119,990,1129,1231,0,3511,1015,1172,1171,803,0,3391,1051
133,2692,103,543,1492,522,0,1551,477,0,569,319,0,445,594
134,610,66,284,113,0,0,357,262,168,159,0,0,403,259
135,1810,1947,3085,2691,2848,4974,5023,1907,2505,3041,0,7651,3464,0
136,162,198,0,198,126,2,345,185,263,172,88,3,0,0
137,148,69,39,57,0,0,184,0,62,61,47,0,178,0
138,4722,991,1325,1340,1152,0,2835,1148,1122,1037,0,6,4115,1067
139,733,0,514,0,322,0,1608,706,521,0,760,0,1836,414
140,512,134,143,137,238,0,558,323,204,118,210,0,0,110
141,3908,1605,1728,0,3702,13803,3160,2483,2420,3107,3681,12046,4127,2089
142,375,0,160,347,45,0,0,261,78,351,150,0,297,239
143,162,0,60,0,74,0,170,65,61,57,53,0,0,56
144,4036,1028,827,894,1074,0,3842,0,669,1179,1244,0,0,1019
145,1546,337,473,153,748,0,1432,414,618,966,339,0,3194,932
146,467,155,123,113,0,2,432,240,128,129,275,3,0,197
147,3256,1364,3163,2815,3052,10065,2149,2949,4367,2660,1913,8923,6160,2106
148,248,221,346,181,195,5,498,165,144,333,165,1,450,0
149,166,64,53,65,55,0,201,68,69,56,57,0,132,59
150,0,1232,1175,1237,1184,1,4361,1191,740,0,796,8,4157,1153
151,813,0,551,966,197,0,808,0,376,232,662,0,1238,276
152,369,58,280,161,126,2,504,183,176,0,127,0,475,0
153,0,2059,2724,0,2993,8494,3108,0,2745,2532,3626,4237,3368,2115
154,318,119,224,0,0,2,223,193,225,438,274,0,192,213
155,183,58,0,81,57,0,193,67,68,73,34,0,207,55
156,0,1002,1073,1106,1456,0,3630,1016,889,1016,808,1,0,1193
157,1837,206,608,1319,457,0,1657,733,994,0,0,0,1785,64
158,458,128,111,0,97,0,467,130,167,146,149,0,391,218
159,4282,2914,2686,2530,2984,6180,2276,1142,3098,2879,2280,0,3627,1620
160,336,30,189,0,240,0,174,147,233,178,195,0,365,171
161,191,55,47,54,0,0,158,55,59,70,0,0,148,64
162,4521,971,1198,1072,0,4,3935,1038,1124,1119,1112,0,2777,1044
163,0,1287,354,358,631,0,1692,605,846,0,610,0,1004,859
164,381,251,188,156,326,3,519,233,247,159,245,0,402,0
165,4663,2671,3513,0,4403,0,3086,1584,2982,2666,2943,0,3913,0
166,288,27,273,451,0,4,0,157,0,235,200,1,291,234
167,198,59,50,47,60,0,212,63,59,67,59,0,185,52
168,3718,1179,834,1027,1350,0,3297,1165,1120,1026,988,0,0,1019
