N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,0,1210,674,272,263,0,0,0,809,411,740,0,1318,312
8,477,256,226,118,336,0,517,171,128,117,334,2,434,0
9,2838,2825,2838,2728,2705,0,975,1846,3272,2550,4879,9429,3363,2442
10,353,243,442,223,0,7,0,274,201,252,46,5,445,239
11,201,62,51,61,54,0,134,0,57,50,47,0,209,50
12,1757,1011,1178,1122,1482,0,1525,995,1095,787,943,3,2627,974
13,0,1046,465,1269,902,0,0,663,628,675,611,0,2173,733
14,397,282,167,0,0,2,388,287,209,0,373,1,466,85
15,3298,2285,2713,2850,3510,6643,0,3101,1848,3181,2006,5645,3556,2954
16,211,0,277,336,179,0,0,210,309,0,149,5,229,307
17,182,64,49,79,55,0,198,0,37,68,59,0,157,64
18,2217,0,1278,1164,1156,12,2471,1149,1049,913,1114,0,2748,0
19,1894,324,365,601,578,0,0,428,734,691,518,0,2066,386
20,521,152,175,147,304,1,472,157,290,127,287,2,468,101
21,3914,2587,2989,2883,2400,8365,4595,0,2370,2476,2494,8116,4801,2744
22,325,266,195,199,339,6,166,137,288,98,262,0,432,159
23,170,51,63,76,73,0,170,0,48,0,56,0,0,55
24,2632,0,0,657,0,0,2157,1182,0,1264,1411,0,2110,1021
25,1616,765,754,582,554,0,1020,1047,903,504,823,0,769,786
26,580,0,237,216,153,0,513,247,244,169,446,2,451,207
27,1909,1543,1892,3074,3243,6201,4295,1247,0,0,1915,6900,0,2488
28,554,161,118,169,256,0,564,221,217,355,239,0,0,222
29,160,68,38,63,56,0,178,51,43,56,65,0,245,61
30,0,1127,655,561,1232,4,2921,973,1188,0,1228,4,3770,940
31,573,0,0,293,0,0,871,1069,1080,1061,0,0,341,601
32,503,198,153,154,325,4,505,151,214,145,64,0,414,329
33,3881,0,2068,2598,3672,637,4502,2624,3667,0,1984,7364,7061,2457
34,167,128,0,272,129,0,273,0,0,273,275,1,557,0
35,210,54,0,64,58,0,195,51,24,59,56,0,197,62
36,2941,987,1034,1222,1342,0,3644,866,1254,1066,1278,0,2671,1139
37,1288,1244,152,264,403,0,673,591,783,122,337,0,173,686
38,490,54,144,163,511,3,561,234,184,173,514,0,442,243
39,4378,2458,3301,0,3500,4200,5095,1436,2444,2743,840,6173,1872,2407
40,99,0,93,215,306,0,255,0,345,379,270,0,269,163
41,213,75,42,46,64,0,208,0,54,55,0,0,0,53
42,1846,1152,1286,982,1513,13,4628,1081,1086,916,915,4,1815,952
43,276,299,0,948,324,0,377,0,523,722,990,0,1196,1405
44,439,0,194,130,330,1,498,67,115,151,0,0,468,146
45,3320,2681,3691,2804,2133,2931,3385,2510,2552,2530,3310,6038,4179,2202
46,459,122,269,474,91,0,0,219,170,0,234,6,224,229
47,203,58,58,53,61,0,203,58,62,48,47,0,209,55
48,2913,1158,905,1160,1058,0,0,1006,1104,1297,1000,8,2866,1279
49,829,596,484,926,740,0,880,0,314,77,535,0,1722,21
50,514,309,314,130,0,0,392,194,233,149,99,0,513,24
51,3550,1982,2168,2831,5503,8123,3853,2233,3580,2902,2459,10952,5304,0
52,304,0,303,4,0,0,340,493,232,271,205,0,201,276
53,171,0,67,64,42,0,176,57,38,69,64,0,0,71
54,4061,971,929,945,1441,5,3547,871,1338,1061,1328,4,2716,1143
55,207,0,715,0,262,0,1009,634,1148,149,481,0,1151,552
56,0,161,202,0,0,1,513,194,263,0,0,2,0,172
57,3776,2947,2501,2957,2412,6755,5234,1565,3864,2709,4667,5573,4795,1974
58,106,231,476,65,179,0,378,111,171,20,335,3,231,198
59,216,61,65,62,0,0,217,44,63,84,0,0,203,43
60,2790,1102,1073,0,1294,0,3463,1069,1055,704,1382,1,3596,1070
61,551,606,949,1480,329,0,1176,0,883,651,0,0,0,8
62,508,308,213,161,119,0,472,217,299,192,245,0,488,0
63,0,852,2209,2380,1526,1730,5253,2730,2284,2209,2275,7953,2788,0
64,305,334,360,388,89,0,0,281,238,0,160,0,309,239
65,243,54,84,42,54,0,161,0,61,58,47,0,183,0
66,4250,959,719,1113,1484,11,3034,1053,693,1012,1400,0,3760,1093
67,363,0,19,666,553,0,1316,1459,809,144,431,0,1262,210
68,493,243,260,132,209,2,463,116,191,165,140,3,0,253
69,4198,1014,3217,2499,4008,4197,4200,2452,3386,2871,4378,9142,2299,967
70,191,109,294,327,195,2,162,185,269,0,195,1,236,185
71,127,62,54,74,43,0,230,63,50,60,59,0,172,53
72,0,1093,847,1182,1298,13,3620,1199,812,1112,1125,8,4870,1149
73,1282,0,1017,508,15,0,0,273,720,790,440,0,2110,693
74,351,284,233,173,0,1,466,390,200,128,222,0,476,110
75,4886,3462,2616,2788,1802,7348,0,2574,2720,3004,2512,9249,5203,1176
76,58,183,148,92,278,0,12,189,288,210,232,0,363,253
77,151,62,51,48,59,0,176,0,52,56,51,0,0,54
78,0,0,1183,0,1207,2,2910,1071,1067,944,1103,2,3244,1233
79,1248,449,448,927,724,0,259,597,348,0,0,0,0,338
80,375,0,168,140,278,1,0,0,149,176,36,1,0,0
81,4081,2556,2864,2748,1020,10160,4963,2536,2656,3028,2163,6746,3046,3251
82,273,56,312,280,293,0,299,381,304,487,276,0,265,0
83,160,58,0,68,67,0,162,53,54,74,50,0,172,62
84,2108,959,839,998,1340,0,3569,1009,1051,761,1237,9,2702,1099
85,583,942,1102,1676,0,0,1076,192,605,330,436,0,335,855
86,382,226,253,130,229,1,570,268,311,0,137,0,528,261
87,3332,3251,2852,2653,1643,7335,5145,2381,2635,2685,979,12422,4643,1368
88,422,0,288,316,124,0,338,166,162,288,0,1,421,275
89,206,48,43,77,0,0,179,57,57,70,77,0,195,52
90,0,1041,746,1079,1105,7,3801,1060,1152,968,1279,2,4099,0
91,871,19,864,1633,470,0,1530,882,454,1055,688,0,517,658
92,0,152,145,137,236,0,466,219,254,163,173,3,0,163
93,4138,2533,0,0,2319,7309,6026,2951,3006,2583,3894,10061,3878,807
94,0,0,181,448,325,3,423,173,160,232,172,0,343,179
95,187,0,61,0,63,0,194,57,42,57,48,0,189,60
96,3273,1033,1139,1046,995,2,4149,1130,1161,1227,1356,8,3238,1181
97,497,585,0,945,607,0,1743,0,576,717,209,0,1012,883
98,477,313,311,141,151,0,434,332,229,148,155,0,316,26
99,5654,2498,0,3071,2108,9838,3522,2036,2999,2979,2142,10434,4127,2776
100,207,345,263,223,142,3,446,93,330,242,275,5,180,219
101,176,59,64,0,57,0,160,67,43,76,44,0,150,60
102,1730,0,1047,1102,1384,1,4568,1166,676,0,1041,9,3956,0
103,1451,364,1120,61,601,0,1079,353,717,1736,760,0,484,295
104,387,205,116,183,0,3,583,177,190,119,58,4,364,71
105,2283,2750,3364,2878,5867,10262,3666,0,3021,3111,2665,6609,8622,2687
106,341,0,238,406,276,8,687,201,256,148,115,0,238,189
107,212,65,38,56,53,0,0,71,53,85,55,0,160,51
108,2596,1163,1148,1509,1296,7,2055,1076,1066,1114,0,1,3663,1106
109,862,482,0,0,463,0,1719,0,694,367,0,0,1738,128
110,469,180,263,123,118,3,553,185,266,217,294,0,536,134
111,7503,2764,3073,3352,2390,7184,3780,2498,3224,0,4425,8359,4943,2826
112,553,243,188,218,151,5,256,236,203,58,164,0,447,313
113,176,69,51,68,66,0,207,67,41,0,59,0,175,71
114,3800,970,805,988,0,0,3903,1109,738,1157,0,3,2973,1053
115,563,0,697,0,822,0,2099,0,788,1231,0,0,1171,758
116,517,229,220,0,237,1,496,360,248,176,0,0,453,0
117,3454,0,2599,2758,1957,14396,5075,2209,1996,2734,0,4004,2340,917
118,0,247,342,79,114,0,309,338,294,487,174,0,0,240
119,152,44,56,81,48,0,138,50,0,53,52,0,197,62
120,2153,1105,1043,1505,882,9,4222,1056,873,1120,1280,0,2555,0
121,2555,581,820,0,678,0,1050,760,1076,1275,487,0,1772,686
122,542,219,278,0,0,4,433,245,215,142,267,0,434,263
123,4978,0,2645,2598,3793,650,3971,2299,2712,3269,3033,0,4939,2507
124,340,110,220,81,0,1,211,343,406,0,359,7,545,0
125,196,56,66,51,53,0,192,52,46,80,60,0,157,54
126,2969,921,1086,1356,1446,11,3015,917,1068,0,1287,8,2514,1073
127,71,80,441,576,605,0,749,0,534,462,414,0,0,1078
128,453,291,191,169,0,0,393,0,0,154,0,4,0,13
129,4734,1810,2674,3012,2873,10179,4399,2389,2944,0,1722,8856,0,1293
130,371,227,228,269,275,0,393,120,327,147,353,2,455,0
131,202,65,53,75,52,0,157,58,67,65,63,0,183,57
132,3998,1079,1111,656,1229,2,0,953,855,1037,1049,0,2664,1128
133,2378,838,184,1251,741,0,585,0,391,82,142,0,1947,176
134,395,196,118,0,0,0,440,225,151,144,0,0,556,0
135,1636,2750,2909,3231,3108,6289,3209,1812,2086,2591,1983,5777,6709,1846
136,107,295,377,238,47,4,271,296,377,360,0,0,142,189
137,175,55,35,71,59,0,212,58,65,56,41,0,155,61
138,0,1058,1022,825,1189,3,3676,979,1137,788,1236,0,2464,1009
139,0,0,322,890,498,0,1212,699,808,1012,1008,0,2417,907
140,334,189,233,138,268,0,497,21,201,149,342,4,562,237
141,0,1473,3645,3121,2681,0,1583,2142,3006,2960,3626,9356,3931,2363
142,172,168,138,254,175,0,42,0,240,333,224,0,319,248
143,140,59,70,66,51,0,174,65,64,45,0,0,204,0
144,2919,1070,540,1002,1315,0,2482,1131,733,925,1004,3,2594,1171
145,613,0,750,861,0,0,1385,0,455,1230,539,0,0,242
146,500,26,261,117,240,0,488,328,268,0,309,4,523,58
147,5192,1895,2800,3165,3351,5640,4758,0,0,2865,2921,8166,5773,2135
148,108,274,224,525,310,0,528,219,215,178,343,0,0,148
149,221,0,0,57,39,0,215,65,60,0,61,0,132,0
150,3430,987,1106,1362,1231,0,3065,1044,1221,1410,1102,0,2933,1018
151,2024,3,772,1347,623,0,296,221,348,750,702,0,2442,437
152,545,352,0,174,0,0,667,215,158,153,105,0,382,303
153,2979,1373,2605,2902,2260,7047,4278,3868,0,2491,2062,9329,3840,1186
154,539,142,200,25,197,1,148,36,0,106,242,2,477,166
155,184,54,52,84,60,0,0,67,42,59,43,0,124,68
156,2955,976,1203,818,1183,0,3557,0,1152,1291,994,3,3253,1293
157,0,0,675,516,935,0,0,0,0,847,253,0,1377,184
158,488,274,175,195,176,0,481,355,250,204,150,2,550,138
159,3212,2807,2900,2930,2947,6345,2164,1613,2196,2419,3429,0,7637,1927
160,268,223,307,382,58,3,365,268,0,234,0,0,418,222
161,181,67,56,44,54,0,0,59,45,84,56,0,146,69
162,2319,1000,690,846,1406,0,3330,975,943,904,1290,12,2875,1043
163,322,212,285,0,504,0,1665,0,1167,1078,291,0,0,128
164,498,307,236,156,206,3,415,194,229,117,17,4,378,84
165,3383,2843,2110,2258,1078,4556,4565,1556,2571,0,0,7665,5145,3006
166,220,227,252,173,347,4,784,208,216,70,328,0,504,137
167,141,0,57,79,62,0,0,46,49,72,39,0,182,51
168,2231,1112,984,1024,0,0,3601,828,968,1436,1062,0,0,1119
