N,Container capacities,Available containers,Number of periods,Alpha,Returnable?,Initial inventory,,,,,,,,
7,498,0,976,978,443,0,1155,364,376,47,128,0,2282,750
8,479,229,273,155,331,0,0,0,160,95,211,1,418,235
9,4430,2564,0,2794,2956,5206,4430,1878,2787,2721,2955,3609,6271,2361
10,0,313,199,374,295,2,6,132,149,75,54,0,59,195
11,216,62,35,68,67,0,153,48,40,48,38,0,160,48
12,3217,1086,0,1325,1386,0,2558,1146,1403,887,1314,0,2480,975
13,187,0,865,0,486,0,1656,700,393,50,485,0,650,0
14,560,0,218,0,132,0,413,276,178,148,282,5,570,120
15,3357,2248,2916,2571,4011,4737,3357,2125,2846,3440,3801,0,2908,1117
16,74,206,262,0,173,0,466,88,283,204,174,0,299,200
17,0,62,29,90,61,0,0,49,0,67,54,0,200,68
18,2418,1049,1512,739,1204,7,3760,1099,778,1236,900,1,3591,957
19,1342,0,499,867,525,0,1180,0,590,0,751,0,1436,891
20,585,370,145,148,173,0,453,0,206,161,329,4,585,152
21,0,2647,3409,2788,2170,9245,2701,2334,0,2474,0,8404,3598,3060
22,328,61,136,69,170,2,588,225,164,444,307,3,0,289
23,171,55,36,68,58,0,193,0,0,64,54,0,226,69
24,3567,1252,1022,1182,854,14,2950,1142,1392,1273,1264,14,4095,1175
25,1828,400,781,0,0,0,1020,1098,722,483,513,0,0,578
26,414,250,140,0,230,0,381,185,275,0,290,1,567,261
27,5593,2513,2021,2847,0,5247,5000,1453,1812,2550,1477,8521,5655,2833
28,358,134,176,289,145,0,368,181,382,271,237,0,223,154
29,167,54,0,69,53,0,0,55,53,54,71,0,153,61
30,0,1176,1165,964,1017,0,4633,1131,836,1170,1275,0,3063,1018
31,735,594,628,0,457,0,477,1006,311,702,351,0,1212,0
32,521,204,211,173,275,2,472,0,244,113,270,0,437,307
33,5299,3240,3530,2406,1913,11358,2744,2448,3258,0,2277,0,4193,2563
34,157,0,263,289,207,3,364,143,213,175,263,1,120,175
35,210,49,0,53,40,0,216,51,47,68,47,0,222,49
36,0,1003,0,1360,1064,17,1999,1135,749,1017,1149,0,3360,1202
37,252,1004,360,924,483,0,32,344,739,463,454,0,1024,1301
38,437,196,202,148,96,0,455,0,137,191,292,3,437,54
39,2973,2416,2115,2124,2683,0,4968,0,2196,2544,3931,2362,2092,2988
40,292,0,356,0,104,0,565,177,265,332,148,2,351,221
41,219,57,45,83,0,0,163,55,56,72,75,0,224,60
42,3037,1135,930,1171,1191,1,2817,1087,1249,601,1316,1,3378,1141
43,1904,1093,474,714,445,0,804,193,1032,555,528,0,920,0
44,534,213,212,126,154,1,475,69,278,130,218,0,502,148
45,957,2931,1803,2317,2508,5588,2068,2408,2608,2684,1235,7512,0,3246
46,206,336,192,0,98,0,467,180,335,130,101,5,374,310
47,192,62,42,53,62,0,251,0,56,0,0,0,0,55
48,2829,1022,1043,1309,1391,7,3394,1139,1038,691,1572,0,2995,1141
49,618,520,968,0,1078,0,0,271,573,1328,0,0,1081,0
50,514,79,178,126,255,0,562,194,78,116,0,1,384,137
51,3550,2281,2847,2257,1274,10653,3865,1442,2740,3192,2225,7209,4924,0
52,13,265,355,254,209,0,393,136,443,225,172,4,0,222
53,173,50,39,48,66,0,170,66,62,64,55,0,185,69
54,4919,999,1188,1124,1121,17,2720,1112,1039,764,1182,4,0,1170
55,1533,0,628,985,277,0,1063,0,444,248,293,0,1204,867
56,512,164,258,141,111,2,570,279,340,128,260,2,0,120
57,3543,3351,0,3108,0,2903,3373,3085,1929,2442,2675,5837,741,2300
58,207,189,167,180,108,0,340,101,357,0,159,0,0,113
59,183,54,0,84,51,0,142,63,56,71,48,0,175,64
60,4061,1116,1043,801,1548,0,3564,1035,1082,1210,890,0,4687,0
61,742,808,289,0,991,0,1826,0,901,810,222,0,0,246
62,426,0,243,0,0,2,520,341,60,104,246,1,400,288
63,4566,2143,2896,2566,0,6203,4691,2843,2943,0,3781,6231,4422,2280
64,342,219,322,159,130,0,221,0,0,0,273,0,186,294
65,159,58,58,0,60,0,203,64,33,60,60,0,192,56
66,0,1117,1227,0,847,4,3086,876,1167,999,991,0,4415,1062
67,896,671,512,1882,0,0,1160,989,637,444,318,0,1566,0
68,436,166,178,140,290,4,541,211,299,123,229,1,474,93
69,6544,1811,2180,2985,4812,5061,2457,1831,3370,0,1890,6602,5192,2031
70,139,262,234,387,155,0,0,180,242,64,269,1,337,174
71,145,68,71,66,55,0,168,58,58,76,72,0,156,48
72,2572,1197,1273,1214,1035,5,4363,1149,1594,0,1291,1,4237,1065
73,467,368,0,0,591,0,174,1109,789,419,255,0,1306,1019
74,545,165,164,130,86,1,535,219,0,181,272,0,0,390
75,340,1896,1906,2294,3218,2170,3678,3009,2116,2241,0,4761,5696,1823
76,434,152,271,275,108,0,363,195,249,150,268,3,447,336
77,177,53,45,0,46,0,228,61,44,55,57,0,210,51
78,3585,1123,1264,1233,1438,3,2919,1208,0,1237,1276,4,3692,932
79,1191,1500,641,305,194,0,0,1028,612,875,723,0,609,727
80,464,182,140,167,323,1,483,162,0,140,221,0,572,217
81,1608,1574,0,3030,2675,0,3164,2666,2682,2618,2919,0,4482,2206
82,445,0,106,95,222,1,575,208,253,0,212,10,107,340
83,0,63,49,57,50,0,0,49,65,70,64,0,218,60
84,4540,1038,962,969,1353,3,5066,992,1298,906,1283,5,3872,1071
85,0,1020,828,0,332,0,2576,836,650,2050,679,0,1952,1221
86,0,31,312,121,273,1,330,141,0,114,285,0,0,158
87,0,0,2569,2910,3553,7764,0,1768,2896,0,2652,12116,3629,2468
88,185,234,317,252,213,4,352,110,119,226,206,0,25,322
89,180,57,35,51,67,0,157,61,46,0,40,0,178,62
90,0,1017,0,803,902,6,3683,992,1364,0,1295,0,0,1295
91,237,0,703,226,0,0,0,0,646,0,852,0,1086,655
92,544,323,238,157,208,0,458,127,106,169,262,1,496,161
93,2664,1949,2232,3151,4098,9776,1510,2693,3161,2873,0,9076,7446,0
94,307,251,198,0,222,5,613,0,118,379,289,0,391,216
95,0,59,50,61,53,0,0,67,54,57,61,0,182,62
96,4087,1212,1273,1127,1230,7,2986,1126,550,1436,1255,0,3256,1190
97,0,0,598,1386,663,0,1130,243,447,438,761,0,13,684
98,447,292,176,118,0,3,312,167,163,173,277,0,517,102
99,5188,1886,3052,2326,0,12696,2998,2765,3013,3234,3833,6181,6155,2450
100,0,124,148,0,0,1,238,71,420,0,260,0,264,315
101,186,59,26,82,62,0,178,61,39,60,76,0,149,81
102,2981,1115,983,856,1200,9,5079,0,696,925,1164,4,3437,1056
103,1265,0,763,140,604,0,819,0,484,726,638,0,1794,778
104,489,0,130,168,107,0,455,272,212,170,239,2,428,181
105,0,1758,1591,2673,2001,0,5409,3196,3943,3384,2143,7150,5246,0
106,0,212,119,116,51,0,372,273,241,471,0,0,109,201
107,186,66,57,0,48,0,183,49,0,55,59,0,159,0
108,2971,1090,1145,0,874,0,4286,0,966,1144,1493,7,2862,938
109,0,469,807,1180,261,0,811,0,423,630,0,0,790,1016
110,513,245,109,121,162,4,0,151,216,140,366,0,433,175
111,3827,3575,2608,3193,2268,3766,1454,0,793,3094,3967,7395,4389,3702
112,345,256,199,467,178,3,474,291,288,192,159,0,219,155
113,0,67,51,74,45,0,162,60,57,52,59,0,0,57
114,3500,1125,0,1160,1211,4,2833,1197,905,1030,1087,0,3076,992
115,1204,488,430,790,283,0,0,0,509,57,439,0,314,335
116,539,0,248,133,226,0,387,257,189,147,342,2,433,75
117,5111,1514,2062,2721,1756,3181,2942,2047,2122,3103,2985,8003,5043,2413
118,301,300,251,0,214,0,379,19,290,105,301,1,381,101
119,199,50,44,49,51,0,154,65,58,73,61,0,203,56
120,2517,1163,1159,1340,1329,9,4119,1056,1127,879,1492,0,0,959
121,2122,989,857,1262,401,0,1694,0,484,0,272,0,554,647
122,377,263,137,145,335,2,485,320,180,158,397,0,452,149
123,5946,2291,2566,2863,710,7846,3269,2519,3176,0,1994,4644,4303,2289
124,275,141,291,464,198,1,442,233,374,634,110,2,133,253
125,164,0,39,52,52,0,211,0,47,67,53,0,223,49
126,2160,1184,1169,1301,1187,0,3579,1095,1263,1288,903,0,3382,969
127,762,425,736,662,638,0,445,718,392,1000,478,0,0,458
128,542,156,168,145,171,0,0,211,239,174,177,2,513,215
129,4703,761,2173,2000,2048,6183,3926,3741,2584,2512,3381,3192,7972,2155
130,0,196,397,265,121,1,338,196,310,328,0,0,501,297
131,191,66,66,78,35,0,168,66,59,61,56,0,223,65
132,2013,1162,1384,1197,1318,10,1399,1070,1192,1045,1167,12,2376,1129
133,0,1519,818,606,445,0,394,453,950,1354,695,0,2412,932
134,414,324,149,138,458,1,461,244,185,131,270,0,513,162
135,3845,2401,2396,2457,3912,6633,5339,1104,2910,2517,2986,10070,5487,2678
136,255,188,311,270,0,5,465,172,228,181,136,0,446,221
137,179,57,56,61,47,0,0,49,53,69,44,0,236,50
138,3267,1080,0,1229,1471,2,0,1052,0,1028,985,0,4146,1115
139,1080,410,194,471,0,0,2996,297,1078,617,638,0,2012,497
140,576,177,166,194,436,4,667,234,162,148,0,0,499,286
141,3911,2658,2791,2858,2385,7305,3276,2939,2975,0,0,4782,4221,1666
142,474,114,334,0,0,1,144,307,333,82,118,2,276,276
143,166,54,39,54,51,0,184,60,57,44,50,0,191,59
144,2819,1047,902,881,1563,10,2222,1086,1146,0,1068,0,3086,0
145,1167,401,588,724,857,0,702,0,423,452,156,0,1816,0
146,488,203,0,140,392,0,368,171,177,145,178,1,457,9
147,4526,2242,3440,2961,2223,5108,3795,0,1898,2502,4449,7002,5506,3207
148,463,351,287,386,300,7,367,247,333,82,110,2,508,270
149,208,60,61,58,56,0,190,53,43,74,69,0,0,58
150,3237,1088,868,795,1337,5,3634,987,1008,855,1071,1,2376,0
151,1652,655,651,0,455,0,1250,596,822,252,0,0,1082,461
152,419,0,71,0,311,0,478,0,213,136,126,1,511,0
153,5390,1109,2050,3104,1042,7225,3010,3030,2592,3234,1400,2468,3916,3948
154,0,334,176,184,0,1,365,344,236,424,155,3,133,123
155,159,0,0,57,48,0,183,57,65,55,62,0,165,70
156,2878,1033,1088,1086,1199,6,2079,1144,930,1281,1289,3,3382,1191
157,670,64,639,710,277,0,0,0,287,529,891,0,0,938
158,465,115,257,164,228,0,440,71,185,146,237,6,474,134
159,2623,1411,3462,2485,3534,5512,4646,2480,2147,2444,3029,7746,6565,2275
160,375,135,297,451,117,0,442,77,204,232,70,1,219,0
161,187,62,44,0,51,0,0,53,0,0,74,0,256,51
162,2359,930,877,1071,820,0,2313,1099,1195,0,1250,0,2923,1074
163,1022,485,1066,1218,0,0,974,1236,463,218,399,0,0,0
164,496,100,210,145,321,0,482,140,84,124,289,0,393,237
165,4398,3358,2986,2214,920,5631,4233,2457,2591,2586,2350,11489,4452,2894
166,229,227,139,279,0,5,198,193,93,164,274,0,544,264
167,221,56,60,45,55,0,184,63,0,55,60,0,209,54
168,3453,991,1225,777,1134,4,2895,1092,993,983,1426,0,4146,1054
